target_word,sentence,model
ಭಕ್ತ,ಅರಸನ ಭಕ್ತರು ನಿರ್ದೇಶ ಪಾಲಿಸಿದರು.,indicbert
ಭಕ್ತ,ಭಕ್ತರನ್ನು ಸಮ್ಮಾನಿಸಿ.,indicbert
ರಸ,ಆ ಅನ್ನದ ರಸ ಅತ್ಯಂತ ಸುಮಾರು.,indicbert
ರಸ,ಲೆಮೆನ್ ರಸ ಅಮ್ಲೀಯವಾಗಿರುತ್ತದೆ.,indicbert
ರಸ,ಹಣ್ಣಿನ ರಸ ಮಿಠಾಗಿರುತ್ತದೆ.,indicbert
ರಸ,ಗೆಜ್ಜಿನ ರಸ ಸೋಯಿ ರಸ ಹೊಂದಿಕೆ.,indicbert
ರಸ,ಕವಿತೆಯಲ್ಲಿ ಭಿನ್ನ ರಸಗಳು ಇವೆ.,indicbert
ರಸ,ಶೃಂಗಾರ ರಸ ಸಂಗೀತದಲ್ಲಿ ಪ್ರಕಾಶಿತವಾಗುತ್ತದೆ.,indicbert
ಅರ್ಥ,ಈ ಮಾತುಗಳ ಅರ್ಥ ತೃಪ್ತಿದಾಯಕವಾಗಿದೆ.,indicbert
ಅರ್ಥ,ಪದದ ಅರ್ಥ ತಿಳಿಸಿ.,indicbert
ಅರ್ಥ,ಸಭೆ ಅರ್ಥ ಸೂಚಿಸಿದೆ.,indicbert
ಅರ್ಥ,ಅರ್ಥ ಪಾಲಿಸುವುದು ಅವಶ್ಯಕ.,indicbert
ಅರ್ಥ,ಯುವಕನ ಅರ್ಥ ಉನ್ನತಿಯಿತು.,indicbert
ಅರ್ಥ,ಈ ಪ್ರಯೋಗದ ಅರ್ಥ ತಪ್ಪಾದ ವಿಷಯ ಪಕ್ಷೀಕರಿಸುವುದು.,indicbert
ನೀಡ,ಪಕ್ಷಿಯ ನೀಡ ವೃಕ್ಷದ ಮೇಲೆ ಇದೆ.,indicbert
ನೀಡ,ಸೂಕನಲ್ಲಿ ನೀಡ ತಿರಿಯುತ್ತೆ.,indicbert
ನೀಡ,ಬೆಕೆಲೆಗಾಗಿ ಪರಿವಾರದ ನೀಡ ನಿರ್ಮಾಣ ಮಾಡಿದರು.,indicbert
ನೀಡ,ಹೊಸ ನೀಡಕ್ಕೆ ಸ್ವಾಗತ.,indicbert
ರಸ,ದೇವತೆಗಳು ಅಮೃತ ರಸ ಕುಡಿದರು.,indicbert
ತೆಗೆ,ನನ್ನ ಹಸ್ತ ತೆಗೆ.,indicbert
ತೆಗೆ,ಹಾಕುಮಾರಿಗೆ ನಕ್ಷತ್ರ ತೆಗೆದು ಕೊಟ್ಟರು.,indicbert
ತೆಗೆ,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ.,indicbert
ತೆಗೆ,ಕಂಕುದಿಂದ ಮುಖ್ಯ ಕೆಲಸ ತೆಗೆದುಕೊ.,indicbert
ತೆಗೆ,ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ.,indicbert
ತೆಗೆ,ಹೊರಗಿನ ಸೂಪ ತೆಗೆದುಕೊಂಡೆ.,indicbert
ತೆಗೆ,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ.,indicbert
ತೆಗೆ,ಪ್ರಾಣಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡರು.,indicbert
ಕೊಡು,ಆನೆಗೆ ಒಣಹೂವು ಕೊಡಿ.,indicbert
ಕೊಡು,ನನಗೆ ನೀರು ಕೊಡಿ.,indicbert
ಕೊಡು,ದೇವರಿಗೆ ಹೂವು ಕೊಡುವುದು ಸಂಪ್ರದಾಯ.,indicbert
ಕೊಡು,ಅತಿಥಿಗೆ ಆಸನ ಕೊಡಿ.,indicbert
ಕೊಡು,ಶತ್ರುವಿಗೆ ಭೀಷಣ ಪ್ರಹಾರ ಕೊಡುತ್ತೆ.,indicbert
ಕೊಡು,ತೊಡೆಯಿಂದ ಥಳಿ ಕೊಟ್ಟನಳೆ.,indicbert
ಕೊಡು,ಗಿರುಗಳ ಹಾಕುಮಾರಿ ಬೆಳ್ಳಳಿ ಕೊಡುತ್ತವೆ.,indicbert
ಕೊಡು,ಕ್ಷೇತ್ರ ಸಂಪೂರ್ಣ ಫಸಲಿ ಕೊಡುತ್ತಿದೆ.,indicbert
ನೋಡು,ಆಕಾಶ ನೋಡಿ.,indicbert
ನೋಡು,ಒಟ್ಟಿಗೆ ಏನು ನೋಡುತ್ತೀಯ?,indicbert
ನೋಡು,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ.,indicbert
ನೋಡು,ಕಡಿಮೆ ಮಾರುಕಟ್ಟೆ ನೋಡೊಳ್ಳಿ.,indicbert
ನೋಡು,ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,indicbert
ನೋಡು,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ.,indicbert
ನೋಡು,ಸರಿಪೊತ್ತು ನೋಡಿ.,indicbert
ನೋಡು,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು.,indicbert
ಸಾಕು,ಇಷ್ಟು ಸಾಕು.,indicbert
ಸಾಕು,ಹಣ ಸಾಕುದೆ?,indicbert
ಸಾಕು,ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ.,indicbert
ಸಾಕು,ಗುರುಗಳನ್ನು ಸಾಕಿದೆ.,indicbert
ಸಾಕು,ಈ ನೋವು ಸಾಕಲಾರೆ.,indicbert
ಸಾಕು,ಹೆಚ್ಚು ಅವಮಾನ ಸಾಕಬಾರದು.,indicbert
ಧರಿಸು,ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,indicbert
ಧರಿಸು,ಮುಖವಾಣಿ ಧರಿಸಿ.,indicbert
ಧರಿಸು,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,indicbert
ಧರಿಸು,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ.,indicbert
ಧರಿಸು,ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,indicbert
ಧರಿಸು,ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ.,indicbert
ಬರು,ನಾಳೆ ನನ್ನ ಮನೆಗೆ ಬಾರು.,indicbert
ಬರು,ಕಡಿಮೆ ಕರೆ ಸುಗಿಕೊ ಬರುತ್ತೆ.,indicbert
ಬರು,ರೈಲು ಸಮಯಕ್ಕೆ ಬರುತ್ತಿದೆ.,indicbert
ಬರು,ಮೇಲಿನ ಸಿಡಿ ಹಠಾತ್ತು ಬರುತ್ತೆ.,indicbert
ಬರು,ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ.,indicbert
ಬರು,ಶೀತ ಋತುವು ಬರುತ್ತಿದೆ.,indicbert
ಬರು,ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ.,indicbert
ಬರು,ನೀ ಶಕ್ತಿಶಾಳಿಯಾಗಿ ಬರಿ.,indicbert
ಹೋಗು,ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ.,indicbert
ಹೋಗು,ನನ್ನ ಕಾರು ಹೋಗುತ್ತಿದೆ.,indicbert
ಹೋಗು,"ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ.",indicbert
ಹೋಗು,ಕೋಣೆಯಿಂದ ಹೋಗಿ.,indicbert
ಹೋಗು,ಅಲೋಕು ಹೋಗಿ.,indicbert
ಹೋಗು,ಸೂರ್ಯ ದಿಗಂತದ ಹೆಚ್ಚಿನ ಹೋಗಿ.,indicbert
ಹೋಗು,ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ.,indicbert
ಹೋಗು,ವರ್ಷ ಬೇಗ ಹೋದೆ.,indicbert
ಮಾಡು,ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ.,indicbert
ಮಾಡು,ಕಟಣೆ ಮಾಡುತ್ತೇನೆ.,indicbert
ಮಾಡು,ಕೆಲಸ ಮಾಡಿ.,indicbert
ಮಾಡು,ಸಹಾಯ ಮಾಡಿ.,indicbert
ಮಾಡು,ಆಹಾರ ಮಾಡುತ್ತೇನೆ.,indicbert
ಮಾಡು,ಬಾರ ಮಾಡುವುದು ಪುರಸ್ಕಾರ.,indicbert
ಮಾಡು,ಸಮಸ್ಯೆ ಮಾಡಿದೆ.,indicbert
ಮಾಡು,ಕೆಸರು ಮಾಡುವುದು ಸುಗಮ.,indicbert
ಹೊಡೆ,ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ.,indicbert
ಹೊಡೆ,ದುರ್ಬಲ ಲೋಕದ ಬೇಡಿ ಹೊಡೆಯುವುದು.,indicbert
ಹೊಡೆ,ಸರೀ ಪದಾರ್ಥವು ತೋಟದಲ್ಲಿ ಹೊಡೆದನು.,indicbert
ಹೊಡೆ,ಗಂಡುಸಾಪು ಹೊಡೆಯಿರಿ.,indicbert
ಹೊಡೆ,ಬೆಲ್ ಹೊಡೆಯಿರಿ.,indicbert
ಹೊಡೆ,ಮಾಂತ್ರಿಕ ಘಂಟೆ ಹೊಡೆಯುತ್ತಾರೆ.,indicbert
ಕೂಲಿ,ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,indicbert
ಕೂಲಿ,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,indicbert
ಕೂಲಿ,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,indicbert
ಕೂಲಿ,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು.,indicbert
ಕೂಲಿ,ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,indicbert
ಕೂಲಿ,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ.,indicbert
ಕಾಲೆ,ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,indicbert
ಕಾಲೆ,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,indicbert
ಕಾಲೆ,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,indicbert
ಕಾಲೆ,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ.,indicbert
ಕಾಲೆ,ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,indicbert
ಕಾಲೆ,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ.,indicbert
ವಹಿಸು,ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ.,indicbert
ವಹಿಸು,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ.,indicbert
ವಹಿಸು,ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ.,indicbert
ವಹಿಸು,ಪದ ವಹಿಸಿಕೊಂಡಿರುವ ಅಧಿಕಾರಿ.,indicbert
ವಹಿಸು,ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ.,indicbert
ವಹಿಸು,ಹೊತ್ತುಕೊಂಡ ಮನೋವೇದನೆ ವಹಿಸಿ.,indicbert
ಲೇ,ನೀರು ಲೇಯಿ.,indicbert
ಲೇ,ಆ ಸೂಪಿಗೆ ಈ ದ್ರವ್ಯ ಲೇಯಿ.,indicbert
ಲೇ,ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ.,indicbert
ಲೇ,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ.,indicbert
ಲೇ,ಬೀಜ ಲೇಯಿ.,indicbert
ಲೇ,ಪ್ರಕಾಶ ಲೇದೆ.,indicbert
ಬೆಳೆ,ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,indicbert
ಬೆಳೆ,ಆತನ ಉತ್ತರ ದಾಯಿತ್ವ ಬೆಳೆಯುತ್ತಿದೆ.,indicbert
ಬೆಳೆ,ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ.,indicbert
ಬೆಳೆ,ತರಕಾರಿ ಬೆಳೆಯಿರಿ.,indicbert
ಬೆಳೆ,ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ.,indicbert
ಬೆಳೆ,ಶಕ್ತಿ ಬೆಳೆಸಿ.,indicbert
ನಕಲಿ,ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,indicbert
ನಕಲಿ,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ.,indicbert
ನಕಲಿ,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,indicbert
ನಕಲಿ,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ.,indicbert
ಮುಕ್ತ,ಕೈದಿ ಮುಕ್ತನಾದನು.,indicbert
ಮುಕ್ತ,ಮುಕ್ತ ಮನೋಭಾವ ಅಗತ್ಯ.,indicbert
ಮುಕ್ತ,ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು.,indicbert
ಮುಕ್ತ,ಇಲಿಯನ್ನು ಮುಕ್ತ ಮಾಡಿ.,indicbert
ಗಟ್ಟ,ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ.,indicbert
ಗಟ್ಟ,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ.,indicbert
ಗಟ್ಟ,ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ.,indicbert
ಗಟ್ಟ,ಗಟ್ಟ ನಿಯಮ ಪಾಲಿಸುತ್ತಾರೆ.,indicbert
ಗಟ್ಟ,ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ.,indicbert
ಗಟ್ಟ,ಗಟ್ಟ ಅನುಸಾರ ನೋವು.,indicbert
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,indicbert
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ.,indicbert
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,indicbert
ಕಬ್ಬಿ,ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ.,indicbert
ನೀಲ,ನೀಲ ಆಕಾಶ ಮೋಹಕ.,indicbert
ನೀಲ,ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ.,indicbert
ನೀಲ,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,indicbert
ನೀಲ,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ.,indicbert
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ.,indicbert
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಮನುಷ್ಯ ಅಸಾಧಾರಣ ಕಾರ್ಯ ಮಾಡಿದನು.,indicbert
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಚಿಂತನೆ ಸಕಲ ಜನಕ್ಕು ಅನ್ವಯ.,indicbert
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ.,indicbert
ಲೋಭಿ,ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ.,indicbert
ಲೋಭಿ,ಲೋಭಿ ಭಾವನೆ ನಾಶ ಮಾಡುತ್ತದೆ.,indicbert
ಲೋಭಿ,ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ.,indicbert
ಲೋಭಿ,ಸಫಲತೆ ಲೋಭಿ ಮನುಷ್ಯ.,indicbert
ಹಿರಿಯ,ಹಿರಿಯ ವ್ಯಕ್ತಿಯನ್ನು ಸಮ್ಮಾನಿಸಿ.,indicbert
ಹಿರಿಯ,ಹಿರಿಯ ಪತ್ನಿ ಶಾಂತಿಮತೆ.,indicbert
ಹಿರಿಯ,ಹಿರಿಯ ಅಧಿಕಾರಿ ನಿರ್ದೇಶನ ಮಾಡಿದರು.,indicbert
ಹಿರಿಯ,ಹಿರಿಯ ಪದ ಪ್ರಾಪ್ತನಾಗಿ.,indicbert
ಕಿರಿಯ,ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು.,indicbert
ಕಿರಿಯ,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ.,indicbert
ಕಿರಿಯ,ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ.,indicbert
ಕಿರಿಯ,ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ.,indicbert
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಾರ್ಯೆ ಮನೆಯ ಸಿಂದೂರ.,indicbert
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಿತಿಜ ಅವನ ಪ್ರಿಯೆ.,indicbert
ಪ್ರೀತಿ,ಪ್ರೀತಿ ವಿಷಯ ಶಾಸ್ತ್ರ.,indicbert
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಔಷಧ ಇಂದ್ರಿಯ.,indicbert
ಬೋಳ,ಬೋಳ ಕಾಲೆ ಅವನು ಕೆಟ್ಟ ಪರಿಣಾಮ ಮಾಡಿದನು.,indicbert
ಬೋಳ,ಬೋಳ ವಿಚಾರಣೆ ಅಸಮರ್ಥನನ್ನು ಸೂಚಿಸುತ್ತದೆ.,indicbert
ಅರ್ಥ,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು.,indicbert
ಅರ್ಥ,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ.,indicbert
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ.,indicbert
ಕಬ್ಬಿ,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ.,indicbert
ಕರಣ,ಕರ್ನಮ ಭರತಾವಿಯ ಕರಣಗಳು ಅದ್ಭುತವಾಗಿವೆ.,indicbert
ಕರಣ,ಪದವಿನ ಕರಣ ವಿಷಯ ವಿಶ್ಲೇಷಿಸಬೇಕು.,indicbert
ಕರಣ,ಅಪರ ಕರಣ ತೆರೆದುಕೊಂಡಿದೆ.,indicbert
ಕಾಲ,ಕಾಲ ನೋಡುತ್ತಿರುವುದೇ ಅದು.,indicbert
ಕಾಲ,ಕಾಲದ ಸಮಯ ನಿಗದಿತವಾಗಿದೆ.,indicbert
