target_word,sentence,model
ಚಕ್ರ,ಜೀವನದ ಚಕ್ರ ಮುಂದುವರಿದುಕೊಂಡಿದೆ.,xlmr
ಚಕ್ರ,ಋತುಗಳ ಚಕ್ರ ಪುನರಾವೃತ್ತಿಯಾಗುತ್ತಿದೆ.,xlmr
ಚಕ್ರ,ಯೋಗದಲ್ಲಿ ಆಚ್ಠ ಚಕ್ರಗಳು ಮುಖ್ಯ.,xlmr
ಚಕ್ರ,ಹೃದಯ ಚಕ್ರ ಸಕ್ರಿಯಗೊಳಿಸುತ್ತಾರೆ.,xlmr
ಚಕ್ರ,ಕೃಷ್ಣನ ಚಕ್ರ ವೈಷ್ಣವ ಅಸ್ತ್ರ.,xlmr
ಚಕ್ರ,ಸುದರ್ಶನ ಚಕ್ರ ಸಕಲವನ್ನು ನಾಶಮಾಡುತ್ತಿದೆ.,xlmr
ಕರಣ,ಈ ಘಟನೆಯ ಕರಣ ಎಂದರೆ ನಿರ್ಲಕ್ಷ್ಯತೆ.,xlmr
ಕರಣ,ಅನಸ್ಥೆಯ ಕರಣ ಕಾರ್ಯಭಾರ ಹೆಚ್ಚು.,xlmr
ಕರಣ,ಶಿಕ್ಷಣ ಜೀವನ ಸುಧಾರಣೆಯ ಕರಣ.,xlmr
ಕರಣ,ನೃತ್ಯಕ ಕರಣಗಳು ಅದ್ಭುತವಾಗಿವೆ.,xlmr
ಪ್ರಭು,ಸೋಮನಾಥ ತನ್ನ ಗುಲಾಮನ ಪ್ರಭು.,xlmr
ಪ್ರಭು,ಪ್ರಭುವಿನ ಆದೇಶ ಪಾಲಿಸಲೇಬೇಕು.,xlmr
ಪ್ರಭು,ಪ್ರಭುವೆ ನಮ್ಮನ್ನು ರಕ್ಷಿಸಿ.,xlmr
ಪ್ರಭು,ಪ್ರಭುವಿನ ಕೃಪೆ ಅಪರಿಸೀಮ.,xlmr
ಭಕ್ತ,ಕೃಷ್ಣನ ಭಕ್ತರು ಕೋವಿಲಿಗೆ ಸೆರೆದುಬಂದರು.,xlmr
ಭಕ್ತ,ಆ ಗುರುವಿನ ಭಕ್ತ ತುಂಬಾ ಆಸ್ಥೆಗಳುದ್ದ.,xlmr
ಭಕ್ತ,ಅರಸನ ಭಕ್ತರು ನಿರ್ದೇಶ ಪಾಲಿಸಿದರು.,xlmr
ಭಕ್ತ,ಭಕ್ತರನ್ನು ಸಮ್ಮಾನಿಸಿ.,xlmr
ರಸ,ಆ ಅನ್ನದ ರಸ ಅತ್ಯಂತ ಸುಮಾರು.,xlmr
ರಸ,ಲೆಮೆನ್ ರಸ ಅಮ್ಲೀಯವಾಗಿರುತ್ತದೆ.,xlmr
ರಸ,ಹಣ್ಣಿನ ರಸ ಮಿಠಾಗಿರುತ್ತದೆ.,xlmr
ರಸ,ಗೆಜ್ಜಿನ ರಸ ಸೋಯಿ ರಸ ಹೊಂದಿಕೆ.,xlmr
ರಸ,ಕವಿತೆಯಲ್ಲಿ ಭಿನ್ನ ರಸಗಳು ಇವೆ.,xlmr
ರಸ,ಶೃಂಗಾರ ರಸ ಸಂಗೀತದಲ್ಲಿ ಪ್ರಕಾಶಿತವಾಗುತ್ತದೆ.,xlmr
ಅರ್ಥ,ಈ ಮಾತುಗಳ ಅರ್ಥ ತೃಪ್ತಿದಾಯಕವಾಗಿದೆ.,xlmr
ಅರ್ಥ,ಪದದ ಅರ್ಥ ತಿಳಿಸಿ.,xlmr
ಅರ್ಥ,ಸಭೆ ಅರ್ಥ ಸೂಚಿಸಿದೆ.,xlmr
ಅರ್ಥ,ಅರ್ಥ ಪಾಲಿಸುವುದು ಅವಶ್ಯಕ.,xlmr
ಅರ್ಥ,ಯುವಕನ ಅರ್ಥ ಉನ್ನತಿಯಿತು.,xlmr
ಅರ್ಥ,ಈ ಪ್ರಯೋಗದ ಅರ್ಥ ತಪ್ಪಾದ ವಿಷಯ ಪಕ್ಷೀಕರಿಸುವುದು.,xlmr
ನೀಡ,ಪಕ್ಷಿಯ ನೀಡ ವೃಕ್ಷದ ಮೇಲೆ ಇದೆ.,xlmr
ನೀಡ,ಸೂಕನಲ್ಲಿ ನೀಡ ತಿರಿಯುತ್ತೆ.,xlmr
ನೀಡ,ಬೆಕೆಲೆಗಾಗಿ ಪರಿವಾರದ ನೀಡ ನಿರ್ಮಾಣ ಮಾಡಿದರು.,xlmr
ನೀಡ,ಹೊಸ ನೀಡಕ್ಕೆ ಸ್ವಾಗತ.,xlmr
ರಸ,ದೇವತೆಗಳು ಅಮೃತ ರಸ ಕುಡಿದರು.,xlmr
ತೆಗೆ,ನನ್ನ ಹಸ್ತ ತೆಗೆ.,xlmr
ತೆಗೆ,ಹಾಕುಮಾರಿಗೆ ನಕ್ಷತ್ರ ತೆಗೆದು ಕೊಟ್ಟರು.,xlmr
ತೆಗೆ,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ.,xlmr
ತೆಗೆ,ಕಂಕುದಿಂದ ಮುಖ್ಯ ಕೆಲಸ ತೆಗೆದುಕೊ.,xlmr
ತೆಗೆ,ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ.,xlmr
ತೆಗೆ,ಹೊರಗಿನ ಸೂಪ ತೆಗೆದುಕೊಂಡೆ.,xlmr
ತೆಗೆ,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ.,xlmr
ತೆಗೆ,ಪ್ರಾಣಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡರು.,xlmr
ಕೊಡು,ಆನೆಗೆ ಒಣಹೂವು ಕೊಡಿ.,xlmr
ಕೊಡು,ನನಗೆ ನೀರು ಕೊಡಿ.,xlmr
ಕೊಡು,ದೇವರಿಗೆ ಹೂವು ಕೊಡುವುದು ಸಂಪ್ರದಾಯ.,xlmr
ಕೊಡು,ಅತಿಥಿಗೆ ಆಸನ ಕೊಡಿ.,xlmr
ಕೊಡು,ಶತ್ರುವಿಗೆ ಭೀಷಣ ಪ್ರಹಾರ ಕೊಡುತ್ತೆ.,xlmr
ಕೊಡು,ತೊಡೆಯಿಂದ ಥಳಿ ಕೊಟ್ಟನಳೆ.,xlmr
ಕೊಡು,ಗಿರುಗಳ ಹಾಕುಮಾರಿ ಬೆಳ್ಳಳಿ ಕೊಡುತ್ತವೆ.,xlmr
ಕೊಡು,ಕ್ಷೇತ್ರ ಸಂಪೂರ್ಣ ಫಸಲಿ ಕೊಡುತ್ತಿದೆ.,xlmr
ನೋಡು,ಆಕಾಶ ನೋಡಿ.,xlmr
ನೋಡು,ಒಟ್ಟಿಗೆ ಏನು ನೋಡುತ್ತೀಯ?,xlmr
ನೋಡು,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ.,xlmr
ನೋಡು,ಕಡಿಮೆ ಮಾರುಕಟ್ಟೆ ನೋಡೊಳ್ಳಿ.,xlmr
ನೋಡು,ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,xlmr
ನೋಡು,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ.,xlmr
ನೋಡು,ಸರಿಪೊತ್ತು ನೋಡಿ.,xlmr
ನೋಡು,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು.,xlmr
ಸಾಕು,ಇಷ್ಟು ಸಾಕು.,xlmr
ಸಾಕು,ಹಣ ಸಾಕುದೆ?,xlmr
ಸಾಕು,ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ.,xlmr
ಸಾಕು,ಗುರುಗಳನ್ನು ಸಾಕಿದೆ.,xlmr
ಸಾಕು,ಈ ನೋವು ಸಾಕಲಾರೆ.,xlmr
ಸಾಕು,ಹೆಚ್ಚು ಅವಮಾನ ಸಾಕಬಾರದು.,xlmr
ಧರಿಸು,ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,xlmr
ಧರಿಸು,ಮುಖವಾಣಿ ಧರಿಸಿ.,xlmr
ಧರಿಸು,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,xlmr
ಧರಿಸು,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ.,xlmr
ಧರಿಸು,ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,xlmr
ಧರಿಸು,ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ.,xlmr
ಬರು,ನಾಳೆ ನನ್ನ ಮನೆಗೆ ಬಾರು.,xlmr
ಬರು,ಕಡಿಮೆ ಕರೆ ಸುಗಿಕೊ ಬರುತ್ತೆ.,xlmr
ಬರು,ರೈಲು ಸಮಯಕ್ಕೆ ಬರುತ್ತಿದೆ.,xlmr
ಬರು,ಮೇಲಿನ ಸಿಡಿ ಹಠಾತ್ತು ಬರುತ್ತೆ.,xlmr
ಬರು,ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ.,xlmr
ಬರು,ಶೀತ ಋತುವು ಬರುತ್ತಿದೆ.,xlmr
ಬರು,ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ.,xlmr
ಬರು,ನೀ ಶಕ್ತಿಶಾಳಿಯಾಗಿ ಬರಿ.,xlmr
ಹೋಗು,ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ.,xlmr
ಹೋಗು,ನನ್ನ ಕಾರು ಹೋಗುತ್ತಿದೆ.,xlmr
ಹೋಗು,"ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ.",xlmr
ಹೋಗು,ಕೋಣೆಯಿಂದ ಹೋಗಿ.,xlmr
ಹೋಗು,ಅಲೋಕು ಹೋಗಿ.,xlmr
ಹೋಗು,ಸೂರ್ಯ ದಿಗಂತದ ಹೆಚ್ಚಿನ ಹೋಗಿ.,xlmr
ಹೋಗು,ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ.,xlmr
ಹೋಗು,ವರ್ಷ ಬೇಗ ಹೋದೆ.,xlmr
ಮಾಡು,ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ.,xlmr
ಮಾಡು,ಕಟಣೆ ಮಾಡುತ್ತೇನೆ.,xlmr
ಮಾಡು,ಕೆಲಸ ಮಾಡಿ.,xlmr
ಮಾಡು,ಸಹಾಯ ಮಾಡಿ.,xlmr
ಮಾಡು,ಆಹಾರ ಮಾಡುತ್ತೇನೆ.,xlmr
ಮಾಡು,ಬಾರ ಮಾಡುವುದು ಪುರಸ್ಕಾರ.,xlmr
ಮಾಡು,ಸಮಸ್ಯೆ ಮಾಡಿದೆ.,xlmr
ಮಾಡು,ಕೆಸರು ಮಾಡುವುದು ಸುಗಮ.,xlmr
ಹೊಡೆ,ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ.,xlmr
ಹೊಡೆ,ದುರ್ಬಲ ಲೋಕದ ಬೇಡಿ ಹೊಡೆಯುವುದು.,xlmr
ಹೊಡೆ,ಸರೀ ಪದಾರ್ಥವು ತೋಟದಲ್ಲಿ ಹೊಡೆದನು.,xlmr
ಹೊಡೆ,ಗಂಡುಸಾಪು ಹೊಡೆಯಿರಿ.,xlmr
ಹೊಡೆ,ಬೆಲ್ ಹೊಡೆಯಿರಿ.,xlmr
ಹೊಡೆ,ಮಾಂತ್ರಿಕ ಘಂಟೆ ಹೊಡೆಯುತ್ತಾರೆ.,xlmr
ಕೂಲಿ,ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,xlmr
ಕೂಲಿ,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,xlmr
ಕೂಲಿ,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,xlmr
ಕೂಲಿ,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು.,xlmr
ಕೂಲಿ,ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,xlmr
ಕೂಲಿ,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ.,xlmr
ಕಾಲೆ,ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,xlmr
ಕಾಲೆ,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,xlmr
ಕಾಲೆ,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,xlmr
ಕಾಲೆ,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ.,xlmr
ಕಾಲೆ,ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,xlmr
ಕಾಲೆ,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ.,xlmr
ವಹಿಸು,ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ.,xlmr
ವಹಿಸು,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ.,xlmr
ವಹಿಸು,ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ.,xlmr
ವಹಿಸು,ಪದ ವಹಿಸಿಕೊಂಡಿರುವ ಅಧಿಕಾರಿ.,xlmr
ವಹಿಸು,ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ.,xlmr
ವಹಿಸು,ಹೊತ್ತುಕೊಂಡ ಮನೋವೇದನೆ ವಹಿಸಿ.,xlmr
ಲೇ,ನೀರು ಲೇಯಿ.,xlmr
ಲೇ,ಆ ಸೂಪಿಗೆ ಈ ದ್ರವ್ಯ ಲೇಯಿ.,xlmr
ಲೇ,ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ.,xlmr
ಲೇ,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ.,xlmr
ಲೇ,ಬೀಜ ಲೇಯಿ.,xlmr
ಲೇ,ಪ್ರಕಾಶ ಲೇದೆ.,xlmr
ಬೆಳೆ,ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,xlmr
ಬೆಳೆ,ಆತನ ಉತ್ತರ ದಾಯಿತ್ವ ಬೆಳೆಯುತ್ತಿದೆ.,xlmr
ಬೆಳೆ,ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ.,xlmr
ಬೆಳೆ,ತರಕಾರಿ ಬೆಳೆಯಿರಿ.,xlmr
ಬೆಳೆ,ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ.,xlmr
ಬೆಳೆ,ಶಕ್ತಿ ಬೆಳೆಸಿ.,xlmr
ನಕಲಿ,ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,xlmr
ನಕಲಿ,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ.,xlmr
ನಕಲಿ,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,xlmr
ನಕಲಿ,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ.,xlmr
ಮುಕ್ತ,ಕೈದಿ ಮುಕ್ತನಾದನು.,xlmr
ಮುಕ್ತ,ಮುಕ್ತ ಮನೋಭಾವ ಅಗತ್ಯ.,xlmr
ಮುಕ್ತ,ಬಂಧನೆಯಿಂದ ಮುಕ್ತನಾದನು.,xlmr
ಮುಕ್ತ,ಇಲಿಯನ್ನು ಮುಕ್ತ ಮಾಡಿ.,xlmr
ಗಟ್ಟ,ಗಟ್ಟ ಕಲ್ಲು ಚಾಪುತ್ತಾರೆ.,xlmr
ಗಟ್ಟ,ಮಜ್ಜಿಗೆ ಗಟ್ಟ ಕಕ್ಷ.,xlmr
ಗಟ್ಟ,ಗುರುವು ಗಟ್ಟ ಆಜ್ಞೆಕಾರಿ.,xlmr
ಗಟ್ಟ,ಗಟ್ಟ ನಿಯಮ ಪಾಲಿಸುತ್ತಾರೆ.,xlmr
ಗಟ್ಟ,ಗಟ್ಟ ಸಮಸ್ಯೆ ಎದುರಾಗಿದೆ.,xlmr
ಗಟ್ಟ,ಗಟ್ಟ ಅನುಸಾರ ನೋವು.,xlmr
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಬಟ್ಟೆ ಹೊಗಳುವುದಲ್ಲ.,xlmr
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಚರ್ಮ ಶೇಕಡೆ.,xlmr
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮಾತು ಆಘಾತ ಬಿಡುತ್ತದೆ.,xlmr
ಕಬ್ಬಿ,ಕಬ್ಬಿ ವ್ಯವಹಾರ ನಿಜನಾಗಿ ನೋವಾಗಿಸುತ್ತದೆ.,xlmr
ನೀಲ,ನೀಲ ಆಕಾಶ ಮೋಹಕ.,xlmr
ನೀಲ,ನೀಲ ವಸ್ತ್ರ ಸುಂದರವಾಗಿದೆ.,xlmr
ನೀಲ,ನೀಲ ಸಂಜೆ ಬರುತ್ತಿದೆ.,xlmr
ನೀಲ,ನೀಲ ಮೋಹೆ ಅಂಧಕಾರ.,xlmr
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಕುಟುಂಬ ಬದುಕುತ್ತೆ.,xlmr
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಮನುಷ್ಯ ಅಸಾಧಾರಣ ಕಾರ್ಯ ಮಾಡಿದನು.,xlmr
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಚಿಂತನೆ ಸಕಲ ಜನಕ್ಕು ಅನ್ವಯ.,xlmr
ಸಾಧಾರಣ,ಸಾಧಾರಣ ಸತ್ಯ ಪರಿವರ್ತಿತವಾಗಿದೆ.,xlmr
ಲೋಭಿ,ಲೋಭಿ ಮನುಷ್ಯ ಸದಾ ತೃಪ್ತ ರಹಿತ.,xlmr
ಲೋಭಿ,ಲೋಭಿ ಭಾವನೆ ನಾಶ ಮಾಡುತ್ತದೆ.,xlmr
ಲೋಭಿ,ಶಿಕ್ಷೆಯ ಲೋಭಿ ವಿದ್ಯಾರ್ಥಿ.,xlmr
ಲೋಭಿ,ಸಫಲತೆ ಲೋಭಿ ಮನುಷ್ಯ.,xlmr
ಹಿರಿಯ,ಹಿರಿಯ ವ್ಯಕ್ತಿಯನ್ನು ಸಮ್ಮಾನಿಸಿ.,xlmr
ಹಿರಿಯ,ಹಿರಿಯ ಪತ್ನಿ ಶಾಂತಿಮತೆ.,xlmr
ಹಿರಿಯ,ಹಿರಿಯ ಅಧಿಕಾರಿ ನಿರ್ದೇಶನ ಮಾಡಿದರು.,xlmr
ಹಿರಿಯ,ಹಿರಿಯ ಪದ ಪ್ರಾಪ್ತನಾಗಿ.,xlmr
ಕಿರಿಯ,ಕಿರಿಯ ಸಮಸ್ಯೆ ಛಿದ್ರ ಪಟ್ಟು.,xlmr
ಕಿರಿಯ,ಕಿರಿಯ ವಿವರಣೆ ಸ್ಪಷ್ಟ.,xlmr
ಕಿರಿಯ,ಕಿರಿಯ ಮಗು ನೆಲೆಯಲ್ಲಿ.,xlmr
ಕಿರಿಯ,ಕಿರಿಯ ವಯಸ್ಸು ಅಮೂಲ್ಯ.,xlmr
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಾರ್ಯೆ ಮನೆಯ ಸಿಂದೂರ.,xlmr
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಭಿತಿಜ ಅವನ ಪ್ರಿಯೆ.,xlmr
ಪ್ರೀತಿ,ಪ್ರೀತಿ ವಿಷಯ ಶಾಸ್ತ್ರ.,xlmr
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಔಷಧ ಇಂದ್ರಿಯ.,xlmr
ಬೋಳ,ಬೋಳ ಕಾಲೆ ಅವನು ಕೆಟ್ಟ ಪರಿಣಾಮ ಮಾಡಿದನು.,xlmr
ಬೋಳ,ಬೋಳ ವಿಚಾರಣೆ ಅಸಮರ್ಥನನ್ನು ಸೂಚಿಸುತ್ತದೆ.,xlmr
ಅರ್ಥ,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು.,xlmr
ಅರ್ಥ,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ.,xlmr
ಕಬ್ಬಿ,ಕಬ್ಬಿ ಮನುಷ್ಯ ಕಷ್ಟ ಸಹಿಸುತ್ತಾನೆ.,xlmr
ಕಬ್ಬಿ,ಕಬ್ಬಿ ನಿರ್ಮಾಣ ದೀರ್ಘಸ್ಥಿರ.,xlmr
ಕರಣ,ಕರ್ನಮ ಭರತಾವಿಯ ಕರಣಗಳು ಅದ್ಭುತವಾಗಿವೆ.,xlmr
ಕರಣ,ಪದವಿನ ಕರಣ ವಿಷಯ ವಿಶ್ಲೇಷಿಸಬೇಕು.,xlmr
ಕರಣ,ಅಪರ ಕರಣ ತೆರೆದುಕೊಂಡಿದೆ.,xlmr
ಕಾಲ,ಕಾಲ ನೋಡುತ್ತಿರುವುದೇ ಅದು.,xlmr
ಕಾಲ,ಕಾಲದ ಸಮಯ ನಿಗದಿತವಾಗಿದೆ.,xlmr
