pair_id,target_word,pos,split,label,model,similarity
v2_00035,ಗಂಟು,noun,train,1,mbert,0.9345068
v2_00036,ತೆಗೆ,verb,train,1,mbert,0.94896513
v2_00037,ಹೇಳು,verb,train,1,mbert,0.94810504
v2_00038,ವರ್ಗ,noun,train,1,mbert,0.9519806
v2_00039,ಹಾನಿ,noun,train,1,mbert,-0.04188826
v2_00040,ದುಃಖ,noun,train,1,mbert,0.86295164
v2_00041,ಹರಡು,verb,train,0,mbert,0.9297748
v2_00042,ಮಾಡು,verb,train,0,mbert,0.8847988
v2_00043,ಮಾಡು,verb,train,1,mbert,0.9298774
v2_00044,ಸ್ಥಿರವಾದಂತಹ,adjective,train,0,mbert,0.8935865
v2_00045,ದುಃಖ,noun,train,1,mbert,0.9224779
v2_00046,ಸಮಯ,noun,train,1,mbert,0.7127212
v2_00047,ಕಟ್ಟು,noun,train,0,mbert,0.78062856
v2_00048,ಆರಿಸು,verb,train,1,mbert,0.945849
v2_00049,ಕಠಿಣವಾದಂತಹ,adjective,train,0,mbert,0.90159714
v2_00050,ಒಳ್ಳೆಯ,adjective,train,1,mbert,0.92910874
v2_00051,ಕಠಿಣವಾದಂತ,adjective,train,0,mbert,0.958235
v2_00052,ಒಣಗಿದ,adjective,train,1,mbert,0.783178
v2_00053,ಹಾನಿ,noun,train,0,mbert,0.88603747
v2_00054,ಆರಿಸು,verb,train,1,mbert,0.9331598
v2_00055,ಶಕ್ತಿ,noun,train,1,mbert,0.94650745
v2_00056,ಹೊಡೆ,verb,train,1,mbert,0.9363415
v2_00057,ಹರಡು,verb,train,1,mbert,0.91644454
v2_00058,ಸ್ಥಿರವಾದ,adjective,train,0,mbert,0.905053
v2_00059,ಒಳ್ಳೆಯ,adjective,train,1,mbert,0.92070776
v2_00060,ಸ್ಥಿರವಾದ,adjective,train,1,mbert,0.9697477
v2_00061,ಸಮಯ,noun,train,0,mbert,0.8598007
v2_00062,ಹೊಡೆ,verb,train,1,mbert,0.88639355
v2_00063,ಹಾನಿ,noun,train,0,mbert,0.95070326
v2_00064,ವರ್ಗ,noun,train,1,mbert,0.8801496
v2_00065,ಆರಿಸು,verb,train,0,mbert,0.9758032
v2_00066,ಸಮಯ,noun,train,0,mbert,0.9381485
v2_00067,ದಂಡ,noun,train,1,mbert,0.90936226
v2_00068,ಸ್ಥಿರವಾದ,adjective,train,0,mbert,0.9491857
v2_00069,ಬಲೆ,noun,train,1,mbert,0.8452941
v2_00070,ರಕ್ಷಿಸು,verb,train,1,mbert,0.92922616
v2_00071,ಜ್ಞಾನ,noun,train,0,mbert,0.8712363
v2_00072,ಕಟ್ಟು,noun,train,1,mbert,0.7095529
v2_00073,ಹೇಳು,verb,train,1,mbert,0.9486606
v2_00074,ಸಮಯ,noun,train,1,mbert,0.9163072
v2_00075,ಜಗಳ,noun,train,1,mbert,0.9202999
v2_00076,ಹೇಳು,verb,train,0,mbert,0.94189286
v2_00077,ತೆಗೆ,verb,train,1,mbert,0.8832165
v2_00078,ಸಮೂಹ,noun,train,0,mbert,0.89558595
v2_00079,ತೆಗೆ,verb,train,0,mbert,0.9044924
v2_00080,ಮುರಿ,verb,train,1,mbert,0.8950262
v2_00081,ಹೊಡೆ,verb,train,1,mbert,0.95739347
v2_00082,ಹಾನಿ,noun,train,0,mbert,-0.041714747
v2_00083,ವರ್ಗ,noun,train,0,mbert,0.84724146
v2_00084,ಜಾಲ,noun,train,1,mbert,0.96381783
v2_00085,ತೆಗೆ,verb,train,0,mbert,0.8872582
v2_00086,ದುಃಖ,noun,train,1,mbert,0.9422841
v2_00087,ಒಣಗಿದ,adjective,train,1,mbert,0.96819276
v2_00088,ಕಠಿಣವಾದಂತ,adjective,train,1,mbert,0.9424277
v2_00089,ಗಟ್ಟಿಯಾದಂತ,adjective,train,1,mbert,0.938284
v2_00090,ಹೊಡೆ,verb,train,0,mbert,0.9726616
v2_00091,ಜ್ಞಾನ,noun,train,1,mbert,0.9362607
v2_00092,ದುಃಖ,noun,train,0,mbert,0.8964384
v2_00093,ಜ್ಞಾನ,noun,train,1,mbert,0.8577865
v2_00094,ಗುಂಪು,noun,train,0,mbert,0.9668057
v2_00095,ಮುಚ್ಚು,verb,train,1,mbert,0.91402346
v2_00096,ತೆಗೆ,verb,train,1,mbert,0.92862797
v2_00097,ಹಗ್ಗ,noun,train,1,mbert,0.93800443
v2_00098,ಮಾಡು,verb,train,0,mbert,0.9638076
v2_00099,ಹೊಡೆ,verb,train,1,mbert,0.9720365
v2_00100,ಹೊಡೆ,verb,train,1,mbert,0.93997866
v2_00101,ಗಟ್ಟಿಯಾದಂತಹ,adjective,train,1,mbert,0.93734366
v2_00102,ಹೊಡೆ,verb,train,0,mbert,0.8695196
v2_00103,ತೆಗೆ,verb,train,0,mbert,0.90233785
v2_00104,ಹಾಕು,verb,train,1,mbert,0.9634895
v2_00105,ಆರಿಸು,verb,train,0,mbert,0.9223187
v2_00106,ಹರಡು,verb,train,1,mbert,0.90858686
v2_00107,ಗುಂಪು,noun,train,0,mbert,0.9046393
v2_00108,ಹೊಡೆ,verb,train,1,mbert,0.9614923
v2_00109,ಹೊಡೆ,verb,train,1,mbert,0.9659651
v2_00110,ಶಕ್ತಿ,noun,train,1,mbert,0.94867593
v2_00111,ಹೇಳು,verb,train,1,mbert,0.8326832
v2_00112,ಓಡಿಸು,verb,train,1,mbert,0.9567938
v2_00113,ದುಃಖ,noun,train,0,mbert,0.945106
v2_00114,ಹೇಳು,verb,train,0,mbert,0.90910316
v2_00115,ಹರಡು,verb,train,0,mbert,0.8902613
v2_00116,ಹಗ್ಗ,noun,train,0,mbert,0.9152432
v2_00117,ಮುಚ್ಚು,verb,train,0,mbert,0.9327586
v2_00118,ರಕ್ಷಿಸು,verb,train,1,mbert,0.9134657
v2_00119,ಹೊಡೆ,verb,train,1,mbert,0.9329821
v2_00120,ಜಗಳ,noun,train,0,mbert,0.9232048
v2_00121,ತೆಗೆ,verb,train,0,mbert,0.95084476
v2_00122,ಮುರಿ,verb,train,0,mbert,0.9322866
v2_00123,ಗುಂಪು,noun,train,0,mbert,0.9452099
v2_00124,ಹಗ್ಗ,noun,train,0,mbert,0.94149363
v2_00125,ಬರು,verb,train,1,mbert,0.8327826
v2_00126,ಮುರಿ,verb,train,0,mbert,0.9800638
v2_00127,ಹಾಕು,verb,train,1,mbert,0.89917505
v2_00128,ಹಾನಿ,noun,train,0,mbert,0.86554617
v2_00129,ಆಗು,verb,train,0,mbert,0.9191359
v2_00130,ಮಾಡು,verb,train,1,mbert,0.9433503
v2_00131,ಹೊಡೆ,verb,train,0,mbert,0.9331212
v2_00132,ಗಂಟು,noun,train,0,mbert,0.93463594
v2_00133,ಮುರಿ,verb,train,0,mbert,0.9106053
v2_00134,ದುಃಖ,noun,train,1,mbert,0.9309133
v2_00135,ಜಗಳ,noun,train,0,mbert,0.9240512
v2_00136,ಜ್ಞಾನ,noun,train,0,mbert,0.90032417
v2_00137,ಮುಚ್ಚು,verb,train,0,mbert,0.91388834
v2_00138,ಬಲೆ,noun,train,0,mbert,0.90184695
v2_00139,ತೆಗೆ,verb,train,0,mbert,0.97909474
v2_00140,ತೆಗೆ,verb,train,0,mbert,0.90111357
v2_00141,ಗಟ್ಟಿಯಾದ,adjective,train,1,mbert,0.88425505
v2_00142,ನಿಲ್ಲಿಸು,verb,train,1,mbert,0.9633135
v2_00143,ತೆಗೆ,verb,train,0,mbert,0.9872273
v2_00144,ಕಟ್ಟು,noun,train,1,mbert,0.86367464
v2_00145,ಮುರಿ,verb,train,1,mbert,0.8761972
v2_00146,ಕಠಿಣವಾದ,adjective,train,1,mbert,0.9098235
v2_00147,ಹಗ್ಗ,noun,train,1,mbert,0.975224
v2_00148,ಗಟ್ಟಿಯಾದ,adjective,train,1,mbert,0.950366
v2_00149,ವರ್ಗ,noun,train,0,mbert,0.8913013
v2_00150,ಸಮೂಹ,noun,train,0,mbert,0.9439048
v2_00151,ಅಧಿಕೃತ,adjective,train,0,mbert,0.8969083
v2_00152,ಆರಿಸು,verb,train,0,mbert,0.9699362
v2_00153,ಬಲೆ,noun,train,0,mbert,0.9474331
v2_00154,ಕಠಿಣವಾದ,adjective,train,0,mbert,0.9218264
v2_00155,ಸಮೂಹ,noun,train,1,mbert,0.95976776
v2_00156,ಅಧಿಕೃತ,adjective,train,1,mbert,0.65216804
v2_00157,ನೀಚ,adjective,train,0,mbert,0.89264464
v2_00158,ಒಣಗಿದ,adjective,train,1,mbert,0.8815992
v2_00159,ಗಂಟು,noun,train,1,mbert,0.97270024
v2_00160,ಆರಿಸು,verb,train,1,mbert,0.9488617
v2_00161,ದಂಡ,noun,train,1,mbert,0.90040267
v2_00162,ಸಮಯ,noun,train,0,mbert,0.92638695
v2_00163,ಅಧಿಕೃತ,adjective,train,1,mbert,0.86015594
v2_00164,ವರ್ಗ,noun,train,1,mbert,0.86360234
v2_00165,ಹೊಡೆ,verb,train,1,mbert,0.87003064
v2_00166,ಮಾಡು,verb,train,0,mbert,0.9367991
v2_00167,ನೀಚ,adjective,train,0,mbert,0.9351776
v2_00168,ಮುರಿ,verb,train,1,mbert,0.9624985
v2_00169,ಸಮೂಹ,noun,train,0,mbert,0.89138705
v2_00170,ಮುಚ್ಚು,verb,train,0,mbert,0.9073731
v2_00171,ಶಕ್ತಿ,noun,train,0,mbert,0.91318005
v2_00172,ಶಕ್ತಿ,noun,train,1,mbert,0.0028367862
v2_00173,ವರ್ಗ,noun,train,0,mbert,0.91431594
v2_00174,ವರ್ಗ,noun,train,1,mbert,0.9328675
v2_00175,ಹಾನಿ,noun,train,0,mbert,0.96633136
v2_00176,ಶಕ್ತಿ,noun,train,1,mbert,0.90278167
v2_00177,ತೆಗೆ,verb,train,1,mbert,0.9682777
v2_00178,ಓಡಿಸು,verb,train,0,mbert,0.9476064
v2_00179,ಹಗ್ಗ,noun,train,0,mbert,0.89378214
v2_00180,ಹೊಡೆ,verb,train,1,mbert,0.96414834
v2_00181,ಕಟ್ಟು,noun,train,0,mbert,0.81108344
v2_00182,ವರ್ಗ,noun,train,0,mbert,0.90830046
v2_00183,ಮುಚ್ಚು,verb,train,1,mbert,0.91832155
v2_00184,ಮುರಿ,verb,train,1,mbert,0.8899571
v2_00185,ಓಡಿಸು,verb,train,0,mbert,0.9107647
v2_00186,ಕಠಿಣವಾದಂತ,adjective,train,0,mbert,0.9650889
v2_00187,ಹೊಡೆ,verb,train,1,mbert,0.8925426
v2_00188,ಹೇಳು,verb,train,0,mbert,0.8550081
v2_00189,ಜಾಲ,noun,train,1,mbert,0.9404813
v2_00190,ಮುಚ್ಚು,verb,train,1,mbert,0.96591294
v2_00191,ಹೊಡೆ,verb,train,1,mbert,0.91071635
v2_00192,ಸಮೂಹ,noun,train,0,mbert,0.927014
v2_00193,ಮುಚ್ಚು,verb,train,0,mbert,0.8950912
v2_00194,ಜ್ಞಾನ,noun,train,0,mbert,0.9120161
v2_00195,ಹಗ್ಗ,noun,train,1,mbert,0.9283545
v2_00196,ಕಠಿಣವಾದ,adjective,train,1,mbert,0.93876064
v2_00197,ಒಳ್ಳೆಯ,adjective,train,0,mbert,0.8914927
v2_00198,ಮಾಡು,verb,train,1,mbert,0.84203255
v2_00199,ಸ್ಥಿರವಾದಂತಹ,adjective,train,1,mbert,0.9544675
v2_00200,ಮುಚ್ಚು,verb,train,1,mbert,0.9227885
v2_00201,ಶಕ್ತಿ,noun,train,1,mbert,0.9318277
v2_00202,ನಿಲ್ಲಿಸು,verb,train,1,mbert,0.9328718
v2_00203,ಜ್ಞಾನ,noun,train,1,mbert,-0.01258062
v2_00204,ರಕ್ಷಿಸು,verb,train,1,mbert,0.91832113
v2_00205,ಮುಚ್ಚು,verb,train,0,mbert,0.9440016
v2_00206,ಸ್ಥಿರವಾದಂತಹ,adjective,train,1,mbert,0.9380044
v2_00207,ನಿಲ್ಲಿಸು,verb,train,0,mbert,0.9098461
v2_00208,ಸ್ಥಿರವಾದ,adjective,train,1,mbert,0.8834313
v2_00209,ಕಟ್ಟು,noun,train,1,mbert,0.9087281
v2_00210,ಮುಚ್ಚು,verb,train,0,mbert,0.93195915
v2_00211,ದಂಡ,noun,train,1,mbert,0.89531845
v2_00212,ಸಮೂಹ,noun,train,0,mbert,0.8938306
v2_00213,ಕಠಿಣ,adjective,train,1,mbert,0.91993314
v2_00214,ಹರಡು,verb,train,0,mbert,0.9380777
v2_00215,ಆಗು,verb,train,0,mbert,0.9607631
v2_00216,ಹಗ್ಗ,noun,train,1,mbert,0.9396025
v2_00217,ಪೆಟ್ಟು,noun,train,1,mbert,0.95164627
v2_00218,ನಿಲ್ಲಿಸು,verb,train,1,mbert,0.9560864
v2_00219,ವರ್ಗ,noun,train,1,mbert,0.9242578
v2_00220,ಕಠಿಣವಾದಂತ,adjective,train,1,mbert,0.9619814
v2_00221,ಹೇಳು,verb,train,0,mbert,0.9332442
v2_00222,ಹಾನಿ,noun,train,1,mbert,0.8952508
v2_00223,ಮುಚ್ಚು,verb,train,0,mbert,0.92909455
v2_00224,ವರ್ಗ,noun,train,0,mbert,0.85269463
v2_00225,ಹಗ್ಗ,noun,train,1,mbert,0.9148356
v2_00226,ಜಾಲ,noun,train,1,mbert,0.87986076
v2_00227,ಆರಿಸು,verb,train,0,mbert,0.9319573
v2_00228,ತೆಗೆ,verb,train,0,mbert,0.93665856
v2_00229,ಗುಂಪು,noun,train,0,mbert,0.94770485
v2_00230,ಹೇಳು,verb,train,0,mbert,0.9461155
v2_00231,ಹೊಡೆ,verb,train,0,mbert,0.894659
v2_00232,ಕಠಿಣವಾದ,adjective,train,0,mbert,0.7903874
v2_00233,ಮಾಡು,verb,train,1,mbert,0.8988749
v2_00234,ಒಣಗಿದ,adjective,train,1,mbert,0.8705014
v2_00235,ಪೆಟ್ಟು,noun,train,1,mbert,0.94060034
v2_00236,ದಂಡ,noun,train,0,mbert,0.7395874
v2_00237,ಹೇಳು,verb,train,1,mbert,0.890476
v2_00238,ಬಲೆ,noun,train,1,mbert,0.9329402
v2_00239,ಕಟ್ಟು,noun,train,1,mbert,0.7957238
v2_00240,ಹಾನಿ,noun,train,1,mbert,0.94913054
v2_00241,ಬಲೆ,noun,train,1,mbert,0.9293979
v2_00242,ಹಾನಿ,noun,train,1,mbert,0.88903
v2_00243,ಜಾಲ,noun,train,1,mbert,0.83302563
v2_00244,ಆಗು,verb,train,0,mbert,0.8892909
v2_00245,ದಂಡ,noun,train,1,mbert,0.87002665
v2_00246,ಸಮಯ,noun,train,0,mbert,0.92766184
v2_00247,ಬರು,verb,train,0,mbert,0.89539135
v2_00248,ತೆಗೆ,verb,train,0,mbert,0.90163463
v2_00249,ಕಟ್ಟು,noun,train,0,mbert,0.8874315
v2_00250,ಹೇಳು,verb,train,0,mbert,0.9654739
v2_00251,ವರ್ಗ,noun,train,1,mbert,0.85718507
v2_00252,ಪೆಟ್ಟು,noun,train,0,mbert,0.90390646
v2_00253,ಆರಿಸು,verb,train,0,mbert,0.8906102
v2_00254,ದುಃಖ,noun,train,1,mbert,0.91442174
v2_00255,ಹೊಡೆ,verb,train,1,mbert,0.8354577
v2_00256,ಅಧಿಕೃತ,adjective,train,1,mbert,0.8723247
v2_00257,ಓಡಿಸು,verb,train,1,mbert,0.95295405
v2_00258,ಹಾನಿ,noun,train,1,mbert,0.013391096
v2_00259,ಜಾಲ,noun,train,0,mbert,0.86715585
v2_00260,ಹಾನಿ,noun,train,0,mbert,0.9282238
v2_00261,ಜ್ಞಾನ,noun,train,1,mbert,0.94301265
v2_00262,ಆರಿಸು,verb,train,0,mbert,0.9329726
v2_00263,ಆಗು,verb,train,0,mbert,0.94578147
v2_00264,ಮುಚ್ಚು,verb,train,0,mbert,0.91942054
v2_00265,ಸ್ಥಿರವಾದ,adjective,train,0,mbert,0.90486395
v2_00266,ಹೇಳು,verb,train,0,mbert,0.8285921
v2_00267,ದುಃಖ,noun,train,1,mbert,0.8627874
v2_00268,ಹೇಳು,verb,train,0,mbert,0.9443535
v2_00269,ಗಂಟು,noun,train,1,mbert,0.96366
v2_00270,ಗಟ್ಟಿಯಾದಂತ,adjective,train,1,mbert,0.94076383
v2_00271,ಕಟ್ಟು,noun,train,1,mbert,0.91097665
v2_00272,ಹೇಳು,verb,train,0,mbert,0.9311472
v2_00273,ನಿಲ್ಲಿಸು,verb,train,0,mbert,0.98354244
v2_00274,ಸಮಯ,noun,train,1,mbert,0.9314181
v2_00275,ತೆಗೆ,verb,train,0,mbert,0.95470166
v2_00276,ಜ್ಞಾನ,noun,train,0,mbert,0.9556283
v2_00277,ಮುರಿ,verb,train,0,mbert,0.9743386
v2_00278,ತೆಗೆ,verb,train,0,mbert,0.9566546
v2_00279,ರಕ್ಷಿಸು,verb,train,1,mbert,0.9438559
v2_00280,ಗಟ್ಟಿಯಾದಂತಹ,adjective,train,1,mbert,0.9627262
v2_00281,ಜ್ಞಾನ,noun,train,0,mbert,0.9451859
v2_00282,ಶಕ್ತಿ,noun,train,1,mbert,0.757689
v2_00283,ಆರಿಸು,verb,train,1,mbert,0.91275465
v2_00284,ತೆಗೆ,verb,train,0,mbert,0.90866846
v2_00285,ಹೊಡೆ,verb,train,1,mbert,0.94237643
v2_00286,ಶಕ್ತಿ,noun,train,1,mbert,0.94234926
v2_00287,ಬಲೆ,noun,train,0,mbert,0.8704896
v2_00288,ಜ್ಞಾನ,noun,train,1,mbert,0.9614886
v2_00289,ಕಟ್ಟು,noun,train,0,mbert,0.8128429
v2_00290,ಸ್ಥಿರವಾದ,adjective,train,0,mbert,0.88097054
v2_00291,ಕಟ್ಟು,noun,train,1,mbert,0.9416116
v2_00292,ನಿಲ್ಲಿಸು,verb,train,0,mbert,0.9743851
v2_00293,ಆಗು,verb,train,1,mbert,0.913043
v2_00294,ಬಲೆ,noun,train,1,mbert,0.925013
v2_00295,ತೆಗೆ,verb,train,1,mbert,0.956649
v2_00296,ಆಗು,verb,train,0,mbert,0.9612698
v2_00297,ಸಮಯ,noun,train,1,mbert,0.89835596
v2_00298,ಹಗ್ಗ,noun,train,1,mbert,0.92655337
v2_00299,ಕಠಿಣವಾದ,adjective,train,0,mbert,0.8923602
v2_00300,ಒಣಗಿದ,adjective,train,1,mbert,0.80746293
v2_00301,ಆಗು,verb,train,1,mbert,0.9069576
v2_00302,ಹೇಳು,verb,train,0,mbert,0.9407251
v2_00303,ತೆಗೆ,verb,train,1,mbert,0.89781225
v2_00304,ಹೊಡೆ,verb,train,1,mbert,0.9224385
v2_00305,ತೆಗೆ,verb,train,1,mbert,0.932902
v2_00306,ಮಾಡು,verb,train,0,mbert,0.9816485
v2_00307,ಜ್ಞಾನ,noun,train,1,mbert,0.87699604
v2_00308,ವರ್ಗ,noun,train,0,mbert,0.9230019
v2_00309,ಸ್ಥಿರವಾದಂತಹ,adjective,train,0,mbert,0.9575868
v2_00310,ದಂಡ,noun,train,1,mbert,0.93498075
v2_00311,ಸ್ಥಿರವಾದಂತ,adjective,train,0,mbert,0.94003165
v2_00312,ಹಾನಿ,noun,train,0,mbert,0.8817203
v2_00313,ಶಕ್ತಿ,noun,train,1,mbert,0.85595083
v2_00314,ದಂಡ,noun,train,1,mbert,0.8974501
v2_00315,ಹಾನಿ,noun,train,1,mbert,0.9412494
v2_00316,ತೆಗೆ,verb,train,1,mbert,0.924693
v2_00317,ಮುಚ್ಚು,verb,train,0,mbert,0.92840034
v2_00318,ಜಗಳ,noun,train,0,mbert,0.9396088
v2_00319,ಹೊಡೆ,verb,train,0,mbert,0.82169336
v2_00320,ಕಠಿಣ,adjective,train,0,mbert,0.81589246
v2_00321,ಶಕ್ತಿ,noun,train,1,mbert,0.87259424
v2_00322,ಜಗಳ,noun,train,1,mbert,0.7922387
v2_00323,ಕಟ್ಟು,noun,train,0,mbert,0.9319117
v2_00324,ಆರಿಸು,verb,train,0,mbert,0.95159584
v2_00325,ಒಳ್ಳೆಯ,adjective,train,0,mbert,0.8642066
v2_00326,ಬಲೆ,noun,train,1,mbert,0.9561572
v2_00327,ಬಲೆ,noun,train,1,mbert,0.95794266
v2_00328,ಬಲೆ,noun,train,0,mbert,0.85528576
v2_00329,ಗಂಟು,noun,train,0,mbert,0.9094675
v2_00330,ಗಂಟು,noun,train,1,mbert,0.8807304
v2_00331,ಹೇಳು,verb,train,0,mbert,0.96006966
v2_00332,ತೆಗೆ,verb,train,0,mbert,0.8831716
v2_00333,ಕಠಿಣ,adjective,train,1,mbert,0.9253857
v2_00334,ಜ್ಞಾನ,noun,train,1,mbert,0.9157087
v2_00335,ಆರಿಸು,verb,train,0,mbert,0.79318976
v2_00336,ಮುಚ್ಚು,verb,train,0,mbert,0.96738136
v2_00337,ದಂಡ,noun,train,0,mbert,0.6870948
v2_00338,ದಂಡ,noun,train,1,mbert,0.92355967
v2_00339,ಮಾಡು,verb,train,1,mbert,0.96356094
v2_00340,ತೆಗೆ,verb,train,0,mbert,0.9714459
v2_00341,ಮುರಿ,verb,train,1,mbert,0.8999963
v2_00342,ಜಾಲ,noun,train,1,mbert,0.94024575
v2_00343,ಓಡಿಸು,verb,train,1,mbert,0.9305689
v2_00344,ಗಂಟು,noun,train,1,mbert,0.93888247
v2_00345,ಕಟ್ಟು,noun,train,1,mbert,0.8936261
v2_00346,ಸಮೂಹ,noun,train,1,mbert,0.9484572
v2_00347,ಹೇಳು,verb,train,0,mbert,0.9002364
v2_00348,ಹಗ್ಗ,noun,train,1,mbert,0.95329803
v2_00349,ಗಂಟು,noun,train,0,mbert,0.8520701
v2_00350,ಶಕ್ತಿ,noun,train,0,mbert,0.9144048
v2_00351,ದುಃಖ,noun,train,1,mbert,0.8407652
v2_00352,ಹೇಳು,verb,train,0,mbert,0.9749472
v2_00353,ತೆಗೆ,verb,train,0,mbert,0.9268151
v2_00354,ಮುರಿ,verb,train,0,mbert,0.8848701
v2_00355,ಹಾನಿ,noun,train,0,mbert,0.88764226
v2_00356,ಆರಿಸು,verb,train,1,mbert,0.9254519
v2_00357,ಶಕ್ತಿ,noun,train,0,mbert,0.8335179
v2_00358,ಹೊಡೆ,verb,train,1,mbert,0.8837331
v2_00359,ಹರಡು,verb,train,0,mbert,0.9555932
v2_00360,ಮುಚ್ಚು,verb,train,1,mbert,0.9566177
v2_00361,ಸಮಯ,noun,train,1,mbert,0.8997273
v2_00362,ತೆಗೆ,verb,train,1,mbert,0.8939496
v2_00363,ಗಟ್ಟಿಯಾದ,adjective,train,0,mbert,0.9577144
v2_00364,ತೆಗೆ,verb,train,0,mbert,0.9043691
v2_00365,ಜಗಳ,noun,train,1,mbert,0.961235
v2_00366,ಮುಚ್ಚು,verb,train,0,mbert,0.9837096
v2_00367,ಕಠಿಣವಾದ,adjective,train,0,mbert,0.89500767
v2_00368,ಒಳ್ಳೆಯ,adjective,train,1,mbert,0.83342004
v2_00369,ಕಠಿಣ,adjective,train,0,mbert,0.948856
v2_00370,ಜಗಳ,noun,train,0,mbert,0.90531623
v2_00371,ಕಠಿಣವಾದಂತ,adjective,train,1,mbert,0.9114125
v2_00372,ಗಂಟು,noun,train,0,mbert,0.94904315
v2_00373,ಹೊಡೆ,verb,train,1,mbert,0.9695209
v2_00374,ಹಾಕು,verb,train,0,mbert,0.9626401
v2_00375,ಶಕ್ತಿ,noun,train,0,mbert,0.9301245
v2_00376,ದಂಡ,noun,train,1,mbert,0.94330335
v2_00377,ವರ್ಗ,noun,train,0,mbert,0.9230678
v2_00378,ತೆಗೆ,verb,train,0,mbert,0.9262548
v2_00379,ಮುಚ್ಚು,verb,train,0,mbert,0.93226635
v2_00380,ಅಧಿಕೃತ,adjective,train,1,mbert,0.84232295
v2_00381,ಹಾಕು,verb,train,0,mbert,0.9667282
v2_00382,ಹಾಕು,verb,train,0,mbert,0.94910645
v2_00383,ಹಾನಿ,noun,train,0,mbert,0.940538
v2_00384,ದಂಡ,noun,train,0,mbert,0.9088433
v2_00385,ಆಗು,verb,train,1,mbert,0.93298876
v2_00386,ದುಃಖ,noun,train,0,mbert,0.82813776
v2_00387,ಮುರಿ,verb,train,1,mbert,0.9030396
v2_00388,ಹೇಳು,verb,train,1,mbert,0.9233633
v2_00389,ಹಾನಿ,noun,train,1,mbert,0.828984
v2_00390,ಸ್ಥಿರವಾದ,adjective,train,1,mbert,0.9554745
v2_00391,ಹರಡು,verb,train,0,mbert,0.9769833
v2_00392,ಗಟ್ಟಿಯಾದ,adjective,train,0,mbert,0.9500694
v2_00393,ಮುರಿ,verb,train,0,mbert,0.909057
v2_00394,ವರ್ಗ,noun,train,1,mbert,0.963639
v2_00395,ಬರು,verb,train,1,mbert,0.9664891
v2_00396,ಅಧಿಕೃತ,adjective,train,0,mbert,0.8084995
v2_00397,ಹೊಡೆ,verb,train,0,mbert,0.96983355
v2_00398,ಗಟ್ಟಿಯಾದ,adjective,train,0,mbert,0.8535354
v2_00399,ಶಕ್ತಿ,noun,train,1,mbert,0.86958957
v2_00400,ಮುರಿ,verb,train,0,mbert,0.876792
v2_00401,ಹಗ್ಗ,noun,train,1,mbert,0.9614363
v2_00402,ಆರಿಸು,verb,train,1,mbert,0.95292616
v2_00403,ಸಮಯ,noun,train,1,mbert,0.91411406
v2_00404,ಹೇಳು,verb,train,0,mbert,0.87323296
v2_00405,ಬರು,verb,train,0,mbert,0.956894
v2_00406,ದಂಡ,noun,train,0,mbert,0.9078629
