pair_id,target_word,pos,split,label,model,similarity
v2_00108,ಹೊಡೆ,verb,train,1,muril,0.9996356
v2_00109,ಹೊಡೆ,verb,train,1,muril,0.9996878
v2_00110,ಶಕ್ತಿ,noun,train,1,muril,0.9997739
v2_00111,ಹೇಳು,verb,train,1,muril,0.99957544
v2_00112,ಓಡಿಸು,verb,train,1,muril,0.9998348
v2_00113,ದುಃಖ,noun,train,0,muril,0.99972814
v2_00114,ಹೇಳು,verb,train,0,muril,0.9992338
v2_00115,ಹರಡು,verb,train,0,muril,0.99947
v2_00116,ಹಗ್ಗ,noun,train,0,muril,0.9992239
v2_00117,ಮುಚ್ಚು,verb,train,0,muril,0.9996065
v2_00118,ರಕ್ಷಿಸು,verb,train,1,muril,0.99931246
v2_00119,ಹೊಡೆ,verb,train,1,muril,0.99887264
v2_00120,ಜಗಳ,noun,train,0,muril,0.99905765
v2_00121,ತೆಗೆ,verb,train,0,muril,0.99792606
v2_00122,ಮುರಿ,verb,train,0,muril,0.9986873
v2_00123,ಗುಂಪು,noun,train,0,muril,0.9998089
v2_00124,ಹಗ್ಗ,noun,train,0,muril,0.99969435
v2_00125,ಬರು,verb,train,1,muril,0.9987627
v2_00126,ಮುರಿ,verb,train,0,muril,0.9995696
v2_00127,ಹಾಕು,verb,train,1,muril,0.9992628
v2_00128,ಹಾನಿ,noun,train,0,muril,0.99916315
v2_00129,ಆಗು,verb,train,0,muril,0.9995136
v2_00130,ಮಾಡು,verb,train,1,muril,0.99974364
v2_00131,ಹೊಡೆ,verb,train,0,muril,0.99936354
v2_00132,ಗಂಟು,noun,train,0,muril,0.99919426
v2_00133,ಮುರಿ,verb,train,0,muril,0.9992362
v2_00134,ದುಃಖ,noun,train,1,muril,0.9997283
v2_00135,ಜಗಳ,noun,train,0,muril,0.99968886
v2_00136,ಜ್ಞಾನ,noun,train,0,muril,0.9991857
v2_00137,ಮುಚ್ಚು,verb,train,0,muril,0.999326
v2_00138,ಬಲೆ,noun,train,0,muril,0.9990594
v2_00139,ತೆಗೆ,verb,train,0,muril,0.9992939
v2_00140,ತೆಗೆ,verb,train,0,muril,0.9991631
v2_00141,ಗಟ್ಟಿಯಾದ,adjective,train,1,muril,0.999474
v2_00142,ನಿಲ್ಲಿಸು,verb,train,1,muril,0.99925256
v2_00143,ತೆಗೆ,verb,train,0,muril,0.99949855
v2_00144,ಕಟ್ಟು,noun,train,1,muril,0.99919754
v2_00145,ಮುರಿ,verb,train,1,muril,0.99832505
v2_00146,ಕಠಿಣವಾದ,adjective,train,1,muril,0.9992371
v2_00147,ಹಗ್ಗ,noun,train,1,muril,0.9998417
v2_00148,ಗಟ್ಟಿಯಾದ,adjective,train,1,muril,0.9997583
v2_00149,ವರ್ಗ,noun,train,0,muril,0.9994602
v2_00150,ಸಮೂಹ,noun,train,0,muril,0.9993828
v2_00151,ಅಧಿಕೃತ,adjective,train,0,muril,0.99954426
v2_00152,ಆರಿಸು,verb,train,0,muril,0.9994101
v2_00153,ಬಲೆ,noun,train,0,muril,0.9995536
v2_00154,ಕಠಿಣವಾದ,adjective,train,0,muril,0.99976355
v2_00155,ಸಮೂಹ,noun,train,1,muril,0.9997852
v2_00156,ಅಧಿಕೃತ,adjective,train,1,muril,0.99952763
v2_00157,ನೀಚ,adjective,train,0,muril,0.9995532
v2_00158,ಒಣಗಿದ,adjective,train,1,muril,0.9997155
v2_00159,ಗಂಟು,noun,train,1,muril,0.99952525
v2_00160,ಆರಿಸು,verb,train,1,muril,0.999751
v2_00161,ದಂಡ,noun,train,1,muril,0.99989885
v2_00162,ಸಮಯ,noun,train,0,muril,0.9991114
v2_00163,ಅಧಿಕೃತ,adjective,train,1,muril,0.9996872
v2_00164,ವರ್ಗ,noun,train,1,muril,0.9989735
v2_00165,ಹೊಡೆ,verb,train,1,muril,0.99873644
v2_00166,ಮಾಡು,verb,train,0,muril,0.9996568
v2_00167,ನೀಚ,adjective,train,0,muril,0.9995153
v2_00168,ಮುರಿ,verb,train,1,muril,0.9996769
v2_00169,ಸಮೂಹ,noun,train,0,muril,0.9998716
v2_00170,ಮುಚ್ಚು,verb,train,0,muril,0.9994312
v2_00171,ಶಕ್ತಿ,noun,train,0,muril,0.99957263
v2_00172,ಶಕ್ತಿ,noun,train,1,muril,0.9991797
v2_00173,ವರ್ಗ,noun,train,0,muril,0.9994052
v2_00174,ವರ್ಗ,noun,train,1,muril,0.99953663
v2_00175,ಹಾನಿ,noun,train,0,muril,0.99980164
v2_00176,ಶಕ್ತಿ,noun,train,1,muril,0.99916637
v2_00177,ತೆಗೆ,verb,train,1,muril,0.99959356
v2_00178,ಓಡಿಸು,verb,train,0,muril,0.9989422
v2_00179,ಹಗ್ಗ,noun,train,0,muril,0.99891186
v2_00180,ಹೊಡೆ,verb,train,1,muril,0.999604
v2_00181,ಕಟ್ಟು,noun,train,0,muril,0.99948347
v2_00182,ವರ್ಗ,noun,train,0,muril,0.99920416
v2_00183,ಮುಚ್ಚು,verb,train,1,muril,0.9996689
v2_00184,ಮುರಿ,verb,train,1,muril,0.99895924
v2_00185,ಓಡಿಸು,verb,train,0,muril,0.99942887
v2_00186,ಕಠಿಣವಾದಂತ,adjective,train,0,muril,0.9996328
v2_00187,ಹೊಡೆ,verb,train,1,muril,0.999026
v2_00188,ಹೇಳು,verb,train,0,muril,0.9997196
v2_00189,ಜಾಲ,noun,train,1,muril,0.99971724
v2_00190,ಮುಚ್ಚು,verb,train,1,muril,0.9996157
v2_00191,ಹೊಡೆ,verb,train,1,muril,0.99951863
v2_00192,ಸಮೂಹ,noun,train,0,muril,0.9996861
v2_00193,ಮುಚ್ಚು,verb,train,0,muril,0.9996492
v2_00194,ಜ್ಞಾನ,noun,train,0,muril,0.99880236
v2_00195,ಹಗ್ಗ,noun,train,1,muril,0.99944013
v2_00196,ಕಠಿಣವಾದ,adjective,train,1,muril,0.99956906
v2_00197,ಒಳ್ಳೆಯ,adjective,train,0,muril,0.9995309
v2_00198,ಮಾಡು,verb,train,1,muril,0.9992646
v2_00199,ಸ್ಥಿರವಾದಂತಹ,adjective,train,1,muril,0.99980557
v2_00200,ಮುಚ್ಚು,verb,train,1,muril,0.9985257
v2_00201,ಶಕ್ತಿ,noun,train,1,muril,0.99986863
v2_00202,ನಿಲ್ಲಿಸು,verb,train,1,muril,0.9991741
v2_00203,ಜ್ಞಾನ,noun,train,1,muril,0.99884444
v2_00204,ರಕ್ಷಿಸು,verb,train,1,muril,0.9995696
v2_00205,ಮುಚ್ಚು,verb,train,0,muril,0.99964976
v2_00206,ಸ್ಥಿರವಾದಂತಹ,adjective,train,1,muril,0.99980825
v2_00207,ನಿಲ್ಲಿಸು,verb,train,0,muril,0.9995691
v2_00208,ಸ್ಥಿರವಾದ,adjective,train,1,muril,0.9993172
v2_00209,ಕಟ್ಟು,noun,train,1,muril,0.99973494
v2_00210,ಮುಚ್ಚು,verb,train,0,muril,0.9996553
v2_00211,ದಂಡ,noun,train,1,muril,0.99960136
v2_00212,ಸಮೂಹ,noun,train,0,muril,0.9995515
v2_00213,ಕಠಿಣ,adjective,train,1,muril,0.9995834
v2_00214,ಹರಡು,verb,train,0,muril,0.9996601
v2_00215,ಆಗು,verb,train,0,muril,0.999246
v2_00216,ಹಗ್ಗ,noun,train,1,muril,0.99968255
v2_00217,ಪೆಟ್ಟು,noun,train,1,muril,0.9997284
v2_00218,ನಿಲ್ಲಿಸು,verb,train,1,muril,0.99979293
v2_00219,ವರ್ಗ,noun,train,1,muril,0.99918044
v2_00220,ಕಠಿಣವಾದಂತ,adjective,train,1,muril,0.9995959
v2_00221,ಹೇಳು,verb,train,0,muril,0.9987172
v2_00222,ಹಾನಿ,noun,train,1,muril,0.9993887
v2_00223,ಮುಚ್ಚು,verb,train,0,muril,0.9995409
v2_00224,ವರ್ಗ,noun,train,0,muril,0.9987444
v2_00225,ಹಗ್ಗ,noun,train,1,muril,0.99953437
v2_00226,ಜಾಲ,noun,train,1,muril,0.9992665
v2_00227,ಆರಿಸು,verb,train,0,muril,0.99950117
v2_00228,ತೆಗೆ,verb,train,0,muril,0.9994957
v2_00229,ಗುಂಪು,noun,train,0,muril,0.9996997
v2_00230,ಹೇಳು,verb,train,0,muril,0.99968916
v2_00231,ಹೊಡೆ,verb,train,0,muril,0.99928534
v2_00232,ಕಠಿಣವಾದ,adjective,train,0,muril,0.99935997
v2_00233,ಮಾಡು,verb,train,1,muril,0.99974096
v2_00234,ಒಣಗಿದ,adjective,train,1,muril,0.99938005
v2_00235,ಪೆಟ್ಟು,noun,train,1,muril,0.99974984
v2_00236,ದಂಡ,noun,train,0,muril,0.999397
v2_00237,ಹೇಳು,verb,train,1,muril,0.99898237
v2_00238,ಬಲೆ,noun,train,1,muril,0.9988128
v2_00239,ಕಟ್ಟು,noun,train,1,muril,0.999476
v2_00240,ಹಾನಿ,noun,train,1,muril,0.9998648
v2_00241,ಬಲೆ,noun,train,1,muril,0.99917895
v2_00242,ಹಾನಿ,noun,train,1,muril,0.99941456
v2_00243,ಜಾಲ,noun,train,1,muril,0.9992834
v2_00244,ಆಗು,verb,train,0,muril,0.99929965
v2_00245,ದಂಡ,noun,train,1,muril,0.99944127
v2_00246,ಸಮಯ,noun,train,0,muril,0.9993087
v2_00247,ಬರು,verb,train,0,muril,0.999389
v2_00248,ತೆಗೆ,verb,train,0,muril,0.99796146
v2_00249,ಕಟ್ಟು,noun,train,0,muril,0.9991839
v2_00250,ಹೇಳು,verb,train,0,muril,0.99990284
v2_00251,ವರ್ಗ,noun,train,1,muril,0.99962115
v2_00252,ಪೆಟ್ಟು,noun,train,0,muril,0.9996099
v2_00253,ಆರಿಸು,verb,train,0,muril,0.9991302
v2_00254,ದುಃಖ,noun,train,1,muril,0.9992235
v2_00255,ಹೊಡೆ,verb,train,1,muril,0.99879676
v2_00256,ಅಧಿಕೃತ,adjective,train,1,muril,0.99936914
v2_00257,ಓಡಿಸು,verb,train,1,muril,0.99903053
v2_00258,ಹಾನಿ,noun,train,1,muril,0.9995097
v2_00259,ಜಾಲ,noun,train,0,muril,0.9992936
v2_00260,ಹಾನಿ,noun,train,0,muril,0.99978703
v2_00261,ಜ್ಞಾನ,noun,train,1,muril,0.99976623
v2_00262,ಆರಿಸು,verb,train,0,muril,0.9994886
v2_00263,ಆಗು,verb,train,0,muril,0.9991704
v2_00264,ಮುಚ್ಚು,verb,train,0,muril,0.9990978
v2_00265,ಸ್ಥಿರವಾದ,adjective,train,0,muril,0.9995842
v2_00266,ಹೇಳು,verb,train,0,muril,0.99924386
v2_00267,ದುಃಖ,noun,train,1,muril,0.99971604
v2_00268,ಹೇಳು,verb,train,0,muril,0.99980843
v2_00269,ಗಂಟು,noun,train,1,muril,0.9998029
v2_00270,ಗಟ್ಟಿಯಾದಂತ,adjective,train,1,muril,0.9995653
v2_00271,ಕಟ್ಟು,noun,train,1,muril,0.9995808
v2_00272,ಹೇಳು,verb,train,0,muril,0.99977314
v2_00273,ನಿಲ್ಲಿಸು,verb,train,0,muril,0.9997766
v2_00274,ಸಮಯ,noun,train,1,muril,0.99982566
v2_00275,ತೆಗೆ,verb,train,0,muril,0.99938875
v2_00276,ಜ್ಞಾನ,noun,train,0,muril,0.9995495
v2_00277,ಮುರಿ,verb,train,0,muril,0.9996059
v2_00278,ತೆಗೆ,verb,train,0,muril,0.9995287
v2_00279,ರಕ್ಷಿಸು,verb,train,1,muril,0.9996418
v2_00280,ಗಟ್ಟಿಯಾದಂತಹ,adjective,train,1,muril,0.9997101
v2_00281,ಜ್ಞಾನ,noun,train,0,muril,0.9994948
v2_00282,ಶಕ್ತಿ,noun,train,1,muril,0.9989848
v2_00283,ಆರಿಸು,verb,train,1,muril,0.99875486
v2_00284,ತೆಗೆ,verb,train,0,muril,0.9986998
v2_00285,ಹೊಡೆ,verb,train,1,muril,0.999763
v2_00286,ಶಕ್ತಿ,noun,train,1,muril,0.99980855
v2_00287,ಬಲೆ,noun,train,0,muril,0.99930686
v2_00288,ಜ್ಞಾನ,noun,train,1,muril,0.99988604
v2_00289,ಕಟ್ಟು,noun,train,0,muril,0.9995682
v2_00290,ಸ್ಥಿರವಾದ,adjective,train,0,muril,0.9993589
v2_00291,ಕಟ್ಟು,noun,train,1,muril,0.9997314
v2_00292,ನಿಲ್ಲಿಸು,verb,train,0,muril,0.9996688
v2_00293,ಆಗು,verb,train,1,muril,0.99934804
v2_00294,ಬಲೆ,noun,train,1,muril,0.99895275
v2_00295,ತೆಗೆ,verb,train,1,muril,0.9993562
v2_00296,ಆಗು,verb,train,0,muril,0.99942917
v2_00297,ಸಮಯ,noun,train,1,muril,0.99965554
v2_00298,ಹಗ್ಗ,noun,train,1,muril,0.99909395
v2_00299,ಕಠಿಣವಾದ,adjective,train,0,muril,0.9994241
v2_00300,ಒಣಗಿದ,adjective,train,1,muril,0.9994103
v2_00301,ಆಗು,verb,train,1,muril,0.9993548
v2_00302,ಹೇಳು,verb,train,0,muril,0.99956226
v2_00303,ತೆಗೆ,verb,train,1,muril,0.9985123
v2_00304,ಹೊಡೆ,verb,train,1,muril,0.99926835
v2_00305,ತೆಗೆ,verb,train,1,muril,0.9981304
v2_00306,ಮಾಡು,verb,train,0,muril,0.99979764
v2_00307,ಜ್ಞಾನ,noun,train,1,muril,0.999464
v2_00308,ವರ್ಗ,noun,train,0,muril,0.9992318
v2_00309,ಸ್ಥಿರವಾದಂತಹ,adjective,train,0,muril,0.99933714
v2_00310,ದಂಡ,noun,train,1,muril,0.99914736
v2_00311,ಸ್ಥಿರವಾದಂತ,adjective,train,0,muril,0.99914414
v2_00312,ಹಾನಿ,noun,train,0,muril,0.99964815
v2_00313,ಶಕ್ತಿ,noun,train,1,muril,0.9993453
v2_00314,ದಂಡ,noun,train,1,muril,0.99958557
v2_00315,ಹಾನಿ,noun,train,1,muril,0.99980515
v2_00316,ತೆಗೆ,verb,train,1,muril,0.9995403
v2_00317,ಮುಚ್ಚು,verb,train,0,muril,0.9993734
v2_00318,ಜಗಳ,noun,train,0,muril,0.9995432
v2_00319,ಹೊಡೆ,verb,train,0,muril,0.9991936
v2_00320,ಕಠಿಣ,adjective,train,0,muril,0.99944204
v2_00321,ಶಕ್ತಿ,noun,train,1,muril,0.99941576
v2_00322,ಜಗಳ,noun,train,1,muril,0.9992009
v2_00323,ಕಟ್ಟು,noun,train,0,muril,0.9993691
v2_00324,ಆರಿಸು,verb,train,0,muril,0.9991301
v2_00325,ಒಳ್ಳೆಯ,adjective,train,0,muril,0.9995996
v2_00326,ಬಲೆ,noun,train,1,muril,0.9996877
v2_00327,ಬಲೆ,noun,train,1,muril,0.99985844
v2_00328,ಬಲೆ,noun,train,0,muril,0.99948967
v2_00329,ಗಂಟು,noun,train,0,muril,0.9990024
v2_00330,ಗಂಟು,noun,train,1,muril,0.9991621
v2_00331,ಹೇಳು,verb,train,0,muril,0.9996925
v2_00332,ತೆಗೆ,verb,train,0,muril,0.99807537
v2_00333,ಕಠಿಣ,adjective,train,1,muril,0.99957395
v2_00334,ಜ್ಞಾನ,noun,train,1,muril,0.9997117
v2_00335,ಆರಿಸು,verb,train,0,muril,0.99885917
v2_00336,ಮುಚ್ಚು,verb,train,0,muril,0.9996979
v2_00337,ದಂಡ,noun,train,0,muril,0.9987152
v2_00338,ದಂಡ,noun,train,1,muril,0.9996114
v2_00339,ಮಾಡು,verb,train,1,muril,0.999681
v2_00340,ತೆಗೆ,verb,train,0,muril,0.9996709
v2_00341,ಮುರಿ,verb,train,1,muril,0.9989855
v2_00342,ಜಾಲ,noun,train,1,muril,0.9994442
v2_00343,ಓಡಿಸು,verb,train,1,muril,0.9996227
v2_00344,ಗಂಟು,noun,train,1,muril,0.9987849
v2_00345,ಕಟ್ಟು,noun,train,1,muril,0.99893695
v2_00346,ಸಮೂಹ,noun,train,1,muril,0.9997512
v2_00347,ಹೇಳು,verb,train,0,muril,0.9989455
v2_00348,ಹಗ್ಗ,noun,train,1,muril,0.9994747
v2_00349,ಗಂಟು,noun,train,0,muril,0.9992674
v2_00350,ಶಕ್ತಿ,noun,train,0,muril,0.9993494
v2_00351,ದುಃಖ,noun,train,1,muril,0.99899906
v2_00352,ಹೇಳು,verb,train,0,muril,0.9997053
v2_00353,ತೆಗೆ,verb,train,0,muril,0.9997653
v2_00354,ಮುರಿ,verb,train,0,muril,0.9992582
v2_00355,ಹಾನಿ,noun,train,0,muril,0.999346
v2_00356,ಆರಿಸು,verb,train,1,muril,0.9996838
v2_00357,ಶಕ್ತಿ,noun,train,0,muril,0.99964875
v2_00358,ಹೊಡೆ,verb,train,1,muril,0.9989522
v2_00359,ಹರಡು,verb,train,0,muril,0.99973315
v2_00360,ಮುಚ್ಚು,verb,train,1,muril,0.99964756
v2_00361,ಸಮಯ,noun,train,1,muril,0.9995069
v2_00362,ತೆಗೆ,verb,train,1,muril,0.9982791
v2_00363,ಗಟ್ಟಿಯಾದ,adjective,train,0,muril,0.999463
v2_00364,ತೆಗೆ,verb,train,0,muril,0.99880683
v2_00365,ಜಗಳ,noun,train,1,muril,0.9997906
v2_00366,ಮುಚ್ಚು,verb,train,0,muril,0.99978375
v2_00367,ಕಠಿಣವಾದ,adjective,train,0,muril,0.999506
v2_00368,ಒಳ್ಳೆಯ,adjective,train,1,muril,0.9994651
v2_00369,ಕಠಿಣ,adjective,train,0,muril,0.99915916
v2_00370,ಜಗಳ,noun,train,0,muril,0.9994451
v2_00371,ಕಠಿಣವಾದಂತ,adjective,train,1,muril,0.9997731
v2_00372,ಗಂಟು,noun,train,0,muril,0.999304
v2_00373,ಹೊಡೆ,verb,train,1,muril,0.9995492
v2_00374,ಹಾಕು,verb,train,0,muril,0.9997729
v2_00375,ಶಕ್ತಿ,noun,train,0,muril,0.99950147
v2_00376,ದಂಡ,noun,train,1,muril,0.99942774
v2_00377,ವರ್ಗ,noun,train,0,muril,0.9996532
v2_00378,ತೆಗೆ,verb,train,0,muril,0.99887556
v2_00379,ಮುಚ್ಚು,verb,train,0,muril,0.9995333
v2_00380,ಅಧಿಕೃತ,adjective,train,1,muril,0.9996074
v2_00381,ಹಾಕು,verb,train,0,muril,0.99971986
v2_00382,ಹಾಕು,verb,train,0,muril,0.99898225
v2_00383,ಹಾನಿ,noun,train,0,muril,0.9994174
v2_00384,ದಂಡ,noun,train,0,muril,0.99945927
v2_00385,ಆಗು,verb,train,1,muril,0.9995812
v2_00386,ದುಃಖ,noun,train,0,muril,0.9996566
v2_00387,ಮುರಿ,verb,train,1,muril,0.9979467
v2_00388,ಹೇಳು,verb,train,1,muril,0.9998782
v2_00389,ಹಾನಿ,noun,train,1,muril,0.9991065
v2_00390,ಸ್ಥಿರವಾದ,adjective,train,1,muril,0.99979174
v2_00391,ಹರಡು,verb,train,0,muril,0.9994841
v2_00392,ಗಟ್ಟಿಯಾದ,adjective,train,0,muril,0.99960333
v2_00393,ಮುರಿ,verb,train,0,muril,0.99911183
v2_00394,ವರ್ಗ,noun,train,1,muril,0.9998584
v2_00395,ಬರು,verb,train,1,muril,0.9995763
v2_00396,ಅಧಿಕೃತ,adjective,train,0,muril,0.9997572
v2_00397,ಹೊಡೆ,verb,train,0,muril,0.99982876
v2_00398,ಗಟ್ಟಿಯಾದ,adjective,train,0,muril,0.9995831
v2_00399,ಶಕ್ತಿ,noun,train,1,muril,0.9996876
v2_00400,ಮುರಿ,verb,train,0,muril,0.9986913
v2_00401,ಹಗ್ಗ,noun,train,1,muril,0.9998055
v2_00402,ಆರಿಸು,verb,train,1,muril,0.99976593
v2_00403,ಸಮಯ,noun,train,1,muril,0.999149
v2_00404,ಹೇಳು,verb,train,0,muril,0.9992262
v2_00405,ಬರು,verb,train,0,muril,0.9995806
v2_00406,ದಂಡ,noun,train,0,muril,0.9989697
v2_00407,ಕಟ್ಟು,noun,train,1,muril,0.9993007
v2_00408,ಹರಡು,verb,train,0,muril,0.9993304
v2_00409,ದಂಡ,noun,train,1,muril,0.99928033
v2_00410,ಮಾಡು,verb,train,1,muril,0.99981356
v2_00411,ಆರಿಸು,verb,train,0,muril,0.99967724
v2_00412,ಗಂಟು,noun,train,0,muril,0.99972206
v2_00413,ಬರು,verb,train,1,muril,0.99930084
v2_00414,ಸ್ಥಿರವಾದಂತಹ,adjective,train,0,muril,0.9996477
v2_00415,ಸಮೂಹ,noun,train,0,muril,0.9992587
v2_00416,ರಕ್ಷಿಸು,verb,train,0,muril,0.99954903
v2_00417,ಒಣಗಿದ,adjective,train,1,muril,0.9994588
v2_00418,ಸಮೂಹ,noun,train,0,muril,0.99916124
v2_00419,ಆರಿಸು,verb,train,0,muril,0.999557
