pair_id,target_word,pos,split,label,model,similarity
v2_00298,ಹಗ್ಗ,noun,train,1,xlmr,0.99785984
v2_00299,ಕಠಿಣವಾದ,adjective,train,0,xlmr,0.99976945
v2_00300,ಒಣಗಿದ,adjective,train,1,xlmr,0.99871844
v2_00301,ಆಗು,verb,train,1,xlmr,0.997921
v2_00302,ಹೇಳು,verb,train,0,xlmr,0.99884206
v2_00303,ತೆಗೆ,verb,train,1,xlmr,0.99868953
v2_00304,ಹೊಡೆ,verb,train,1,xlmr,0.9986639
v2_00305,ತೆಗೆ,verb,train,1,xlmr,0.9982665
v2_00306,ಮಾಡು,verb,train,0,xlmr,0.99986166
v2_00307,ಜ್ಞಾನ,noun,train,1,xlmr,0.9995369
v2_00308,ವರ್ಗ,noun,train,0,xlmr,0.99921757
v2_00309,ಸ್ಥಿರವಾದಂತಹ,adjective,train,0,xlmr,0.9982133
v2_00310,ದಂಡ,noun,train,1,xlmr,0.9997189
v2_00311,ಸ್ಥಿರವಾದಂತ,adjective,train,0,xlmr,0.99912554
v2_00312,ಹಾನಿ,noun,train,0,xlmr,0.9992086
v2_00313,ಶಕ್ತಿ,noun,train,1,xlmr,0.9993075
v2_00314,ದಂಡ,noun,train,1,xlmr,0.9997186
v2_00315,ಹಾನಿ,noun,train,1,xlmr,0.9999513
v2_00316,ತೆಗೆ,verb,train,1,xlmr,0.99954337
v2_00317,ಮುಚ್ಚು,verb,train,0,xlmr,0.9952356
v2_00318,ಜಗಳ,noun,train,0,xlmr,0.99985474
v2_00319,ಹೊಡೆ,verb,train,0,xlmr,0.9877782
v2_00320,ಕಠಿಣ,adjective,train,0,xlmr,0.9997052
v2_00321,ಶಕ್ತಿ,noun,train,1,xlmr,0.9996274
v2_00322,ಜಗಳ,noun,train,1,xlmr,0.9995568
v2_00323,ಕಟ್ಟು,noun,train,0,xlmr,0.99829507
v2_00324,ಆರಿಸು,verb,train,0,xlmr,0.99974144
v2_00325,ಒಳ್ಳೆಯ,adjective,train,0,xlmr,0.99426806
v2_00326,ಬಲೆ,noun,train,1,xlmr,0.99989134
v2_00327,ಬಲೆ,noun,train,1,xlmr,0.9998405
v2_00328,ಬಲೆ,noun,train,0,xlmr,0.9957481
v2_00329,ಗಂಟು,noun,train,0,xlmr,0.9995136
v2_00330,ಗಂಟು,noun,train,1,xlmr,0.9942578
v2_00331,ಹೇಳು,verb,train,0,xlmr,0.99979424
v2_00332,ತೆಗೆ,verb,train,0,xlmr,0.9974487
v2_00333,ಕಠಿಣ,adjective,train,1,xlmr,0.99988633
v2_00334,ಜ್ಞಾನ,noun,train,1,xlmr,0.99897915
v2_00335,ಆರಿಸು,verb,train,0,xlmr,0.9975328
v2_00336,ಮುಚ್ಚು,verb,train,0,xlmr,0.99408907
v2_00337,ದಂಡ,noun,train,0,xlmr,0.99958384
v2_00338,ದಂಡ,noun,train,1,xlmr,0.98742753
v2_00339,ಮಾಡು,verb,train,1,xlmr,0.9951436
v2_00340,ತೆಗೆ,verb,train,0,xlmr,0.9997112
v2_00341,ಮುರಿ,verb,train,1,xlmr,0.99873155
v2_00342,ಜಾಲ,noun,train,1,xlmr,0.99982786
v2_00343,ಓಡಿಸು,verb,train,1,xlmr,0.9999184
v2_00344,ಗಂಟು,noun,train,1,xlmr,0.99921423
v2_00345,ಕಟ್ಟು,noun,train,1,xlmr,0.9976464
v2_00346,ಸಮೂಹ,noun,train,1,xlmr,0.9997919
v2_00347,ಹೇಳು,verb,train,0,xlmr,0.9982588
v2_00348,ಹಗ್ಗ,noun,train,1,xlmr,0.99969304
v2_00349,ಗಂಟು,noun,train,0,xlmr,0.99707663
v2_00350,ಶಕ್ತಿ,noun,train,0,xlmr,0.9996691
v2_00351,ದುಃಖ,noun,train,1,xlmr,0.99907994
v2_00352,ಹೇಳು,verb,train,0,xlmr,0.9998156
v2_00353,ತೆಗೆ,verb,train,0,xlmr,0.9980678
v2_00354,ಮುರಿ,verb,train,0,xlmr,0.99513584
v2_00355,ಹಾನಿ,noun,train,0,xlmr,0.9989652
v2_00356,ಆರಿಸು,verb,train,1,xlmr,0.9994774
v2_00357,ಶಕ್ತಿ,noun,train,0,xlmr,0.9953661
v2_00358,ಹೊಡೆ,verb,train,1,xlmr,0.9993034
v2_00359,ಹರಡು,verb,train,0,xlmr,0.9981197
v2_00360,ಮುಚ್ಚು,verb,train,1,xlmr,0.99987143
v2_00361,ಸಮಯ,noun,train,1,xlmr,0.9777033
v2_00362,ತೆಗೆ,verb,train,1,xlmr,0.9980152
v2_00363,ಗಟ್ಟಿಯಾದ,adjective,train,0,xlmr,0.9985659
v2_00364,ತೆಗೆ,verb,train,0,xlmr,0.9964185
v2_00365,ಜಗಳ,noun,train,1,xlmr,0.9927206
v2_00366,ಮುಚ್ಚು,verb,train,0,xlmr,0.99994177
v2_00367,ಕಠಿಣವಾದ,adjective,train,0,xlmr,0.99943084
v2_00368,ಒಳ್ಳೆಯ,adjective,train,1,xlmr,0.9903315
v2_00369,ಕಠಿಣ,adjective,train,0,xlmr,0.99976754
v2_00370,ಜಗಳ,noun,train,0,xlmr,0.99730664
v2_00371,ಕಠಿಣವಾದಂತ,adjective,train,1,xlmr,0.9999062
v2_00372,ಗಂಟು,noun,train,0,xlmr,0.9968343
v2_00373,ಹೊಡೆ,verb,train,1,xlmr,0.99995023
v2_00374,ಹಾಕು,verb,train,0,xlmr,0.999555
v2_00375,ಶಕ್ತಿ,noun,train,0,xlmr,0.99973094
v2_00376,ದಂಡ,noun,train,1,xlmr,0.99573004
v2_00377,ವರ್ಗ,noun,train,0,xlmr,0.9975086
v2_00378,ತೆಗೆ,verb,train,0,xlmr,0.9993471
v2_00379,ಮುಚ್ಚು,verb,train,0,xlmr,0.9998564
v2_00380,ಅಧಿಕೃತ,adjective,train,1,xlmr,0.99757826
v2_00381,ಹಾಕು,verb,train,0,xlmr,0.9997801
v2_00382,ಹಾಕು,verb,train,0,xlmr,0.9988271
v2_00383,ಹಾನಿ,noun,train,0,xlmr,0.99909955
v2_00384,ದಂಡ,noun,train,0,xlmr,0.99939954
v2_00385,ಆಗು,verb,train,1,xlmr,0.9882094
v2_00386,ದುಃಖ,noun,train,0,xlmr,0.9992422
v2_00387,ಮುರಿ,verb,train,1,xlmr,0.9961059
v2_00388,ಹೇಳು,verb,train,1,xlmr,0.99992335
v2_00389,ಹಾನಿ,noun,train,1,xlmr,0.9935219
v2_00390,ಸ್ಥಿರವಾದ,adjective,train,1,xlmr,0.99965227
v2_00391,ಹರಡು,verb,train,0,xlmr,0.99985313
v2_00392,ಗಟ್ಟಿಯಾದ,adjective,train,0,xlmr,0.99915594
v2_00393,ಮುರಿ,verb,train,0,xlmr,0.996547
v2_00394,ವರ್ಗ,noun,train,1,xlmr,0.9999438
v2_00395,ಬರು,verb,train,1,xlmr,0.99987864
