word,pos,synset_id,gloss,lemma_names
ಸಮೂಹ,noun,26689,ಜೀವ ವಿಜ್ಞಾನದಲ್ಲಿ ಸಜೀವಿಗಳ ದೊಡ್ಡ ಐದು ವಿಭಾಗ ಅಥವಾ ಸಜೀವಿಗಳ ತುಂಬಾ ಎತ್ತರದ ಸ್ತರದ ಮೇಲೆ ಮಾಡುವ ವರ್ಗೀಕರಣ,"[""ದಳ"", ""ಸಮೂಹ"", ""ಸಮಿತಿ"", ""ಸಭೆ"", ""ಸಂಘ"", ""ಸಮಾಜ"", ""ಸಾಮ್ರಾಜ್ಯ""]"
ಸಮೂಹ,noun,27052,ಸಂತೋಷಕೋಸ್ಕರ ಒಂದು ಕಡೆ ಸೇರುವ ಜನರ ಸಮೂಹ,"[""ಸಂತೋಷಕೂಟ"", ""ಸಮೂಹ"", ""ಗುಂಪು"", ""ದಳ"", ""ಪಕ್ಷ""]"
ಸಮೂಹ,noun,27132,ನ್ಯಾಯಯುತವಾದ ಕಾರ್ಯದಲ್ಲಿ ಭಾಗಿಯಾದ ವ್ಯಕ್ತಿ,"[""ಪಕ್ಷ"", ""ದಳ"", ""ಪಂಗದ"", ""ಗುಂಪು"", ""ಪಡೆ"", ""ಸಮೂಹ""]"
ಸಮೂಹ,noun,2762,ಯಾವುದೇ ವಿಷಯದ ಅಂಗವಾಗಿ ಚರ್ಚೆ ಮಾಡುವುದಕ್ಕೋಸ್ಕರ ಆಯೋಜಿಸಿರುವ ಸಭೆ ಅಥವಾ ಕೂಟ,"[""ಸಭೆ_ಸೇರುವಿಕೆ"", ""ಕೂಟ"", ""ಅಧಿವೇಶನ"", ""ಸಭೆ"", ""ಉತ್ಸವ"", ""ಸದಸ್ಯರ_ಕೂಟ"", ""ಸಮಾವೇಶ"", ""ಸಮಾಗಮ"", ""ಸಮಾರಂಭ"", ""ಸಮಾಹಾರ"", ""ಸಮುದಾಯ"", ""ಸಮೂಹ"", ""ಸಮಗೋಷ್ಠಿ"", ""ಸಭೆ_ಸಮಾರಂಭ"", ""ಮಹಾಸಭೆ"", ""ಮೇಳ"", ""ಆಸ್ಥಾನ"", ""ಆಸ್ಥಾಯಿಕಾ"", ""ಆಸ್ಥಾಯಿಕೆ"", ""ಆಸೀನ""]"
ಸಮೂಹ,noun,28444,ದಟ್ಟಣೆ ಅಥವಾ ಗುಂಪು ಚಲಿಸುತ್ತಿದೆ ಅಥವಾ ಎಲ್ಲಿಗೋ ಹೋಗುತ್ತಿದೆ ಅಥವಾ ಬರುತ್ತಿದೆ,"[""ಗುಂಪು"", ""ದಳ"", ""ಸಮೂಹ"", ""ಹಿಂಡು""]"
ಸಮೂಹ,noun,35476,ಜನರುಗಳ ಈ ಸಮೂಹ ಯಾವುದಾದರು ವಿಶೇಷ ಕಾರ್ಯಗಳ ರೀತಿ ಯಾವುದಾದರು ವಿಷಯದ ವಿಚಾರ-ವಿಮರ್ಶೆ ಮಾಡುವ ಅಥವಾ ಯೋಜನೆಯನ್ನು ಮಾಡುವಂತಹ ಅಥವಾ ಯಾವುದಾದರು ಆಟಗಾರರ ನಿರ್ಣಾಯಕನಾಗಿ ಒಂದು ಕಡೆ ಬಂದು ಸೇರಿರುವ,"[""ದಳ"", ""ಸಮೂಹ""]"
ಸಮೂಹ,noun,35695,"ಶ್ರೀಮಂತಿಕೆ, ರಾಜ ಮೊದಲಾದವುಗಳ ಜೊತೆಯಲ್ಲಿ ಇರುವಂತಹ ಅಥವಾ ಹಿಂದೆ-ಮುಂದೆ ಹೋಗುವಂತಹ ಜನರು","[""ಪರಿವಾರ"", ""ಸಮೂಹ""]"
ಸಮೂಹ,noun,3645,ಯಾರದ್ದಾದರೂ ಪುತ್ರಿ ಅಥವಾ ಪುತ್ರ,"[""ಸಂತತಿ"", ""ಸಂತಾನ"", ""ಮಕ್ಕಳು-ಮರಿ"", ""ವಂಶ"", ""ಪರಿವಾರ"", ""ಸಮೂಹ""]"
ಸಮೂಹ,noun,4077,ಯಾವುದಾದರು ಕಾರ್ಯ ಅಥವಾ ಉದ್ದೇಶದ ಸಿದ್ಧಿಗಾಗಿ ಕೂಡಿರುವ ಜನರ ಸಮೂಹ,"[""ಸೇನೆ"", ""ದಳ"", ""ಪಕ್ಷ"", ""ಸಮೂಹ"", ""ಮಂಡಲಿ"", ""ಗುಂಪು""]"
ಸಮೂಹ,noun,4821,"ಒಂದು ಜಾಗದಲ್ಲಿ ವಾಸಿಸುವಂತಹ ಅಥವಾ ಒಂದು ಪ್ರಕಾರದ ಕೆಲಸ ಮಾಡುವ ಜನರ ಗುಂಪು, ವರ್ಗ ಅಥವಾ ಸಮೂಹ","[""ಸಮುದಾಯ"", ""ಸಮಾಜ"", ""ಮಂಡಲಿ"", ""ವರ್ಗ"", ""ಪಂಗಡ"", ""ಗುಂಪು"", ""ಸಮೂಹ""]"
ಸಮೂಹ,noun,5501,"ಗುಂಪು ಅಥವಾ ಒಟ್ಟು ಕೂಡುವ ಕ್ರಿಯೆ, ಅವಸ್ಥೆ ಅಥವಾ ಭಾವ","[""ಗುಂಪು"", ""ಸಮೂಹ"", ""ಜನಸಂದಣಿ""]"
ಸಮೂಹ,noun,9939,ತುಂಬಾ ದೊಡ್ಡದಾದಂತಹ ಜನ ಸಂದಣಿ ಅಥವಾ ಸಮೂಹ,"[""ನುಗ್ಗಾಟ"", ""ಜಗ್ಗಾಟ"", ""ದಟ್ಟಣಿ"", ""ಸಮೂಹ"", ""ನೂಕು""]"
ಕಟ್ಟು,noun,10847,ಒಂದು ಅಥವಾ ಅನೇಕ ಅಂಗಗಳ ಅಥವಾ ಉಪಾಂಗಗಳ ಯಾವುದೇ ನಿರ್ಮಿತವಾದ ವಸ್ತು ಅಥವಾ ರಚನೆ,"[""ರಚನೆ"", ""ಕಟ್ಟು"", ""ನಿರ್ಮಾಣ"", ""ಆಡಂಬರ"", ""ಸೋಗು""]"
ಕಟ್ಟು,noun,11058,ಕಾಗದ ಮೊದಲಾದವುಗಳ ತುಂಡುಗಳನ್ನು ಒಂದು ಕಡೆ ಕೂಡಿಸಿ ಕಟ್ಟುವ ಕ್ರಿಯೆ,"[""ಕಟ್ಟು"", ""ಫೈಲು""]"
ಕಟ್ಟು,noun,12318,ಯಾವುದೋ ಪ್ರಕಾರವಾಗಿ ನೆಲಸಿರುವ ರೀತಿ ಅಥವಾ ವ್ಯವಸ್ಥೆ,"[""ನಿಯಮ"", ""ನೀತಿ-ನಿಯಮ"", ""ನಿಬಂಧನೆ"", ""ಕಟ್ಟು"", ""ಕಟ್ಟಳೆ"", ""ಸೂತ್ರ"", ""ಅಳತೆಗೋಲು"", ""ಮಾನದಂಡ""]"
ಕಟ್ಟು,noun,12459,ಹೊತ್ತುಕೊಂಡು ಹೋಗಲು ಅನುಕೂಲಿಸುವಂತೆ ಸುತ್ತಿದ ಅಥವಾ ಒಟ್ಟಿಗೆ ಕಟ್ಟಿದ ವಸ್ತುಗಳು,"[""ಕಟ್ಟು""]"
ಕಟ್ಟು,noun,13004,"ಚಿತ್ರಪಟ, ಕನ್ನಡಕ ಮೊದಲಾದವುಗಳ ಗಾಜಿನ ಆಧಾರ","[""ಕಟ್ಟು""]"
ಕಟ್ಟು,noun,14233,ಹುಲ್ಲು ಮೊದಲಾದವುಗಳನ್ನು ಕಟ್ಟಿರುವಂತಹ ಗಂಟು,"[""ಕಂತೆ"", ""ಕಟ್ಟು""]"
ಕಟ್ಟು,noun,23565,ಕಟ್ಟುವ ಕೆಲಸ,"[""ಕಟ್ಟು""]"
ಕಟ್ಟು,noun,2588,ಚಿತ್ರ ಅಥವಾ ಪೋಟೋಗಳಿಗೆ ಅದರ ಸುತ್ತಲೂ ಕಟ್ಟುವ ಕಟ್ಟು,"[""ಚೌಕಟ್ಟು"", ""ಕಟ್ಟು"", ""ಹಂದರ"", ""ಫ್ರೇಮ್""]"
ಕಟ್ಟು,noun,36947,ಚಿತ್ರಫಲಕ ಮೊದಲಾದವುಗಳನ್ನು ಭೂಮಿಯಿಂದ ಮೇಲೆ ಭಾಗಕ್ಕೆ ಕಟ್ಟುವುದಕ್ಕೆ ಉಪಯೋಗಿಸುವಂತಹ ಮರದ ಚೌಕಟ್ಟು,"[""ಕಟ್ಟು""]"
ಕಟ್ಟು,noun,4707,"ಹಗ್ಗ, ದಾರ, ಪಟ್ಟಿ, ಗುಂಡಿ, ಕೊಕ್ಕೆ, ಬೀಗ, ಅಗುಳಿ ಮೊದಲಾದವುಗಳಿಂದ ಭದ್ರಪಡಿಸುವಿಕೆ","[""ಬಿಗಿ"", ""ಕಟ್ಟು"", ""ಕಸೆ"", ""ಬಂದಿಸುವುದು"", ""ಅಂಟಿಸುವುದು""]"
ಕಟ್ಟು,noun,5778,ಗಾಯಕ್ಕೆ ಔಷಧಿ ಹಚ್ಚಿ ಪಟ್ಟಿ ಕಟ್ಟುವ ಕೆಲಸ,"[""ಪಟ್ಟಿ"", ""ಕಟ್ಟು""]"
ಕಟ್ಟು,noun,7019,"ಹಗ್ಗ, ನೂಲು ಮೊದಲಾದವುಗಳ ಬಲೆ ಮಧ್ಯೆದಲ್ಲಿ ಸಿಕ್ಕಿಕೊಳ್ಳುವ ಜೀವಿ ಬಂಧನಕ್ಕೊಳ್ಳಗಾಗುತ್ತದೆ ಮತ್ತು ಬಲೆಯನ್ನು ಗಟ್ಟಿಯಾಗಿ ಕಟ್ಟುವುದರಿಂದ ಪ್ರಾಯಶಃ ಸತ್ತು ಹೋಗುತ್ತದೆ","[""ಬಲೆ"", ""ಬಂಧನ"", ""ಕಟ್ಟು"", ""ಜಾಲ"", ""ಹಗ್ಗ"", ""ಪಾಶ""]"
ಕಟ್ಟು,noun,7225,ಕುದುರೆಯ ಮೂಗಿಗೆ ಹಾಕಿರುವಂತಹ ಬೆಸಿಗೆ/ಜೋಡಣೆ ಅದರ ಎರಡೂಕಡೆಯಿಂದ ಹಗ್ಗ ಅಥವಾ ಚರ್ಮದ ಪಟ್ಟಿಯಿಂದ ಕಟ್ಟಲಾಗಿರುತ್ತದೆ,"[""ಲಗಾಮು"", ""ಕಡಿವಾಣ"", ""ನಿಯಂತ್ರಣ"", ""ಕಟ್ಟು""]"
ಕಟ್ಟು,noun,9565,ಯಾವುದೋ ಒಂದು ವಸ್ತುವಿನಿಂದ ಏನನ್ನಾದರು ಕಟ್ಟಲಾಗುತ್ತದೆ,"[""ಬಂಧನ"", ""ಕಟ್ಟು"", ""ಲಾಡಿ"", ""ಅರಿವೆಯ_ಪಟ್ಟಿ""]"
ಸಮಯ,noun,11250,ತುಂಬಾ ಸಮಯ,"[""ಯುಗ"", ""ಕಾಲ"", ""ಸಮಯ"", ""ವರುಷ"", ""ವರ್ಷ""]"
ಸಮಯ,noun,11545,ಅನುಭವದ ಸತ್ಯ ಘಟನೆಗಳು ಭವಿಷ್ಯದಿಂದ ವರ್ತಮಾದವರೆಗೆ ಮತ್ತು ಭೂತಕಾಲಕ್ಕೆ ಹೋಗುತ್ತದೆ,"[""ಸಮಯ"", ""ಕಾಲ""]"
ಸಮಯ,noun,13162,ಒಂದು ಸಮಯದ ಮಧ್ಯದಲ್ಲಿ ಯಾವುದೋ ವಿಶೇಷ ಮಾತುಗಳನ್ನು ಆಡುವರು,"[""ದಿನ"", ""ಸಮಯ"", ""ದಿವಸ""]"
ಸಮಯ,noun,13353,ಊಟವನ್ನು ಮಾಡುವುದಕ್ಕಾಗಿ ನಿಶ್ಚಿತವಾದ ಸಮಯ,"[""ಹೊತ್ತು"", ""ಸಮಯ"", ""ವೇಳೆ""]"
ಸಮಯ,noun,1459,ಯಾವುದಾದರೂ ಕೆಲಸ ಕಾರ್ಯಗಳನ್ನು ಮಾಡುವ ನಿರ್ದಿಷ್ಠ ಸಮಯ,"[""ಸಮಯ"", ""ಹೊತ್ತು"", ""ವೇಳೆ"", ""ಬಿಡುವು"", ""ಪುರುಸೊತ್ತು"", ""ಕಾಲಾವಧಿ"", ""ಕಾಲಾವಕಾಶ""]"
ಸಮಯ,noun,20521,ಯಾವುದೇ ವಿಶೇಷ ಸಮಯ,"[""ದಿನ"", ""ಸಂದರ್ಭ"", ""ಸುಸಂದರ್ಭ"", ""ಸಮಯ""]"
ಸಮಯ,noun,25495,(ವ್ಯಾಕರಣದಲ್ಲಿ) ಕ್ರಿಯೆಯ ರೂಪದಿಂದ ಆಗುವ ಅಥವಾ ಮಾಡುವ ಸಮಯದ ಜ್ಞಾನವಾಗಿರುತ್ತದೆ,"[""ಕಾಲ"", ""ಸಮಯ"", ""ವೇಳೆ"", ""ಅವಧಿ""]"
ಸಮಯ,noun,27588,ಸಾಧನೆಯ ರೂಪದಲ್ಲಿ ತಿಳಿಯಬಹುದಾದ ಆ ಸಮಯಾವಧಿ ಅದು ಯಾರ ನಿಂತ್ರಣದಲ್ಲಿಯೂ ಇಲ್ಲ,"[""ಸಮಯ"", ""ಕಾಲ"", ""ವೇಳೆ"", ""ಅವಧಿ""]"
ಸಮಯ,noun,27698,ಸಮಯದ ಕಳೆಯುತಿದಂತೆ ಯಾರೋ ಒಬ್ಬರ ಜೀವನ ಕೂಡ ಬದಲಾಗುತ್ತಾ ಹೋಗುತ್ತದೆ,"[""ಸಮಯ"", ""ಕಾಲ"", ""ಅವಧಿ"", ""ವೇಳೆ""]"
ಸಮಯ,noun,28346,ಸಂಸ್ಕೃತಿಯ ಇತಿಹಾಸದಲ್ಲಿ ಆ ಕಾಲಮಾನದ ಸಮಯ ಮತ್ತು ಅವಸ್ಥೆ ಮೊದಲಾದ ದೃಷ್ಟಿಯಿಂದ ನಮ್ಮ ಒಂದು ಪರಿಭಾಷೆ ಅಥವಾ ಮಹತ್ವಪೂರ್ಣ ಸ್ಥಾನವನ್ನು ಇಡಲಾಗುತ್ತದೆ,"[""ಯುಗ"", ""ಕಾಲ"", ""ಸಮಯ""]"
ಸಮಯ,noun,4569,ಕಾಲ ಅಥವಾ ಸಮಯದ ತುಂಬಾ ಚಿಕ್ಕ ಪ್ರಮಾಣ,"[""ಕ್ಷಣ"", ""ಸಮಯ"", ""ನಿಮಿಷ""]"
ಸಮಯ,noun,5014,ಹಗಲು-ರಾತ್ರಿಯ ನಾಲ್ಕುವರೆಭಾಗ ಅಥವಾ ಏಳು ನಿಮಷದ ಸಮಯ,"[""ಘಂಟೆ"", ""ಗಂಟೆ"", ""ತಾಸು"", ""ಸಮಯ"", ""ಕಾಲ""]"
ಸಮಯ,noun,633,ಪೂರ್ತಿ ಹಗಲು-ರಾತ್ರಿಯ ಎಂಟನೇ ಭಾಗ,"[""ಪ್ರಹರ"", ""ಮೂರು_ತಾಸು"", ""ಮೂರು_ತಾಸು"", ""ಯುಗ"", ""ಮೂರು_ತಾಸಿನ_ಅವಧಿ"", ""ಮೂರು_ತಾಸಿನ_ಅವಧಿ"", ""ಸಮಯ""]"
ಸಮಯ,noun,878,"ನಿಮಿಷ, ಗಂಟೆ, ದಿನ, ವಾರ, ತಿಂಗಳು ಮುಂತಾದವುಗಳ ಗಣನೆಯನ್ನು ಗುರುತಿಸುವುದು","[""ಸಮಯ"", ""ಕಾಲ"", ""ಗಂಟೆ""]"
ಗಂಟು,noun,13128,ಶರೀರದಲ್ಲಿ ರಸವನ್ನು ಸ್ರವಿಸುವ ಗಡ್ಡೆಯಂತಿರುವ ಕೆಲವು ಅಂಗಗಳು,"[""ಗ್ರಂಥಿ"", ""ಗಂಟು"", ""ಗಡ್ಡೆ""]"
ಗಂಟು,noun,13129,ಬಟ್ಟೆಯ ತುದಿಗೆ ದುಡ್ಡು ಮೊದಲಾದವುಗಳನ್ನು ಇಟ್ಟು ಅದನ್ನು ಕಟ್ಟುವುದು,"[""ಗಂಟು""]"
ಗಂಟು,noun,13130,"ಯಾವುದಾದರು ಗಿಡದ ಕಾಂಡದ ಕೆಲವು ಭಾಗಗಳಲ್ಲಿ ಎಲೆಗಳು, ಟೊಂಗೆ ಅಥವಾ ಬೇರುಗಳಲ್ಲಿ ಇರುತ್ತವೆ","[""ಗ್ರಂಥಿ"", ""ಗಂಟು""]"
ಗಂಟು,noun,13131,"ದ್ವಿದಳ ಧಾನ್ಯಗಳಂಥ ಲೆಗ್ಯು ಮಿನೀಸೀ ವಂಶದ ಸಸ್ಯಗಳ ಬೇರುಗಳ ಮೇಲೆ ಕಂಡುಬರುವ, ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳನ್ನೊಳಗೊಂಡ ಗಂಟು","[""ಗಂಟು"", ""ಗಡ್ಡೆ""]"
ಗಂಟು,noun,13138,ಎರಡು ಗಂಟುಗಳ ನಡುವಿನ ಸ್ಥಳ,"[""ಗಂಟು"", ""ಜೋಡಣೆ"", ""ಗಣಿಕೆ""]"
ಗಂಟು,noun,2050,"ಬಟ್ಟೆ, ದಾರ ಮುಂತಾದವುಗಳು ಒಂದರೊಳಗೊಂದು ಬೆರೆತು ಬಿಡಿಸಲು ಕಷ್ಟವಾಗುವಷ್ಟು ಗಟ್ಟಿಯಾಗುವ ಹೆಣಿಗೆ","[""ಗಂಟು"", ""ಕುಣಿಕೆ"", ""ಸರಗುಣಿಕೆ"", ""ಗ್ರಂಥಿ"", ""ಮಿನಿಗಂಟು""]"
ಗಂಟು,noun,2054,"ಬಟ್ಟೆ, ಹಗ್ಗ ಮುಂತಾದವುಗಳನ್ನು ಮಡ್ಡಿಸಿ ಹಾಕಿ ಕಟ್ಟಿರುವುದು","[""ಗಂಟು"", ""ಮೂಟೆ""]"
ಗಂಟು,noun,21840,ತುಂಡಾದ ಆ ಭಾಗವನ್ನು ಯಾವುದಾದರು ವಸ್ತುವಿನೊಂದಿಗೆ ಜೋಡಿಸಬೇಕು,"[""ಮಿಲನ"", ""ಒಟ್ಟು"", ""ಕೂಡಿಸುವುದು"", ""ಗಂಟು"", ""ಜೋಡಣೆ""]"
ಗಂಟು,noun,36058,ತೋರ ಬೆರಳಿನ ಹಾಗು ಹೆಬ್ಬೆರಳಿನ ನಡುವಿನ ಭಾಗ,"[""ಗಂಟು""]"
ಗಂಟು,noun,4092,"ಮೊಸರಿನ ಮುದ್ದೆ, ಕರಣೆ","[""ಕರಣೆ"", ""ಗಂಟು""]"
ಗಂಟು,noun,5004,ಶರೀರ ಭಾಗಗಳ ನಡುವಿನ ಸಂಧಿ ಅಥವಾ ಜೋಡಣೆಯಿಂದ ಬಗ್ಗಿಸುತ್ತದೆ ಅಥವಾ ಹೊರಳುವುದು,"[""ಸಂಧಿ"", ""ಕೊಡುವುದು"", ""ಮಿಲನ"", ""ಗಂಟು"", ""ಜೋಡನೆ"", ""ಜೋಡಣೆ"", ""ಅವಯವಗಳ_ಜೋಡನೆ"", ""ಅವಯವಗಳ_ಸಂಧಿ""]"
ಗಂಟು,noun,8233,ದೊಡ್ಡ ಗಂಡು,"[""ಬಟ್ಟೆ_ಗಂಟು"", ""ಗಂಟು""]"
ಗಂಟು,noun,8899,"ಪಾದದರಿಂದ ತಲೆಯವರೆಗೆ ಮತ್ತು ಕಣೆಗಾಲು/ಮೀನಕಂಡದ ಕೆಳಗೆ ಇರುವಂತಹ ಎಲಬುಗಳ ಗಂಟು, ಗ್ರಂಥಿ","[""ಪಾದದ_ಕೀಲು"", ""ಗಂಟು"", ""ಪಾದಗ್ರಂಥಿ""]"
ಗುಂಪು,noun,10729,"ಒಂದು ಸ್ಥಳದಲ್ಲಿ ಇದ್ದು ಅಥವಾ ಒಬ್ಬರಿಗಿಂತ ಹೆಚ್ಚು ಮನುಷ್ಯ, ಪ್ರಾಣಿ ಮುಂತಾದವುಗಳು ಒಂದೆ ಸ್ಥಳದಲ್ಲಿ ಇರುವುದು","[""ಸಮೂಹ"", ""ಗುಂಪು"", ""ಮಂದೆ""]"
ಗುಂಪು,noun,12033,ಜನ ಸಮೂಹದವರ ಜೊತೆ ವೇಗವಾಗಿ ಮುಂದೆ ಬರುವ ಪ್ರಕ್ರಿಯೆ,"[""ಗುಂಪು"", ""ಸಮೂಹ""]"
