source_type,source_id,retrieval_time,word,pos,synset_id,sentence
indowordnet_example,13004,2026-05-02T09:29:54.949286+00:00,ಕಟ್ಟು,noun,13004,ನನ್ನ ಕನ್ನಡಕದ ಕಟ್ಟು ಚೌಕಾಕಾರವಾಗಿದೆ.
indowordnet_example,23565,2026-05-02T09:29:54.949323+00:00,ಕಟ್ಟು,noun,23565,ಮನೆ ಕಟ್ಟುವ ಕೆಲಸ ಪ್ರಾರಂಭವಾಗಿದೆ.
indowordnet_example,2588,2026-05-02T09:29:54.949344+00:00,ಕಟ್ಟು,noun,2588,ಈ ಚಿತ್ರದ ಚೌಕಟ್ಟು ಆಕರ್ಷಕವಾಗಿದೆ.
indowordnet_example,36947,2026-05-02T09:29:54.949372+00:00,ಕಟ್ಟು,noun,36947,ಈ ಚಿತ್ರಫಲಕದ ಕಟ್ಟು ಎಲ್ಲಿದೆ?
indowordnet_example,11545,2026-05-02T09:29:55.677360+00:00,ಸಮಯ,noun,11545,ಪ್ರತಿಯೊಬ್ಬರ ಜೀವನದಲ್ಲಿಯು ಬೇರೆ-ಬೇರೆ ತರಹದ ಸಮಯಗಳು ಬರುತ್ತದೆ.
indowordnet_example,1459,2026-05-02T09:29:55.677504+00:00,ಸಮಯ,noun,1459,ನನ್ನ ಕೆಲಸದ ನಡುವೆ ಅಲ್ಲಿಗೆ ಹೊಗಲು ನನಗೆ ಸಮಯವಿಲ್ಲ.
indowordnet_example,27588,2026-05-02T09:29:55.677679+00:00,ಸಮಯ,noun,27588,ನನಗೆ ಊಟಮಾಡುವುದಕ್ಕೂ ಸಮಯವಿಲ್ಲ/ನನ್ನ ಹೆಚ್ಚಿನ ಸಮಯ ನಿಮ್ಮ ಈ ಕೆಲಸದಲ್ಲಿಯೇ ಕಳೆದುಹೋಯಿತು.
indowordnet_example,27698,2026-05-02T09:29:55.677717+00:00,ಸಮಯ,noun,27698,ರಾಜನ ಕೊನೆಯ ಸಮಯ ತುಂಬಾ ಕಷ್ಟ ಪ್ರದವಾಗಿತ್ತು.
indowordnet_example,878,2026-05-02T09:29:55.677884+00:00,ಸಮಯ,noun,878,ನನಗೆ ಆ ಕೆಲಸ ಮಾಡಲು ಸಮಯವಿಲ್ಲ.
wikipedia_summary,https://kn.wikipedia.org/wiki/ಸಮಯ,2026-05-02T09:29:56.800207+00:00,ಸಮಯ,noun,,ಕಾಲ ಅಥವಾ ಸಮಯ ಎರಡು ದೃಷ್ಟಿಕೋನಗಳಿಂದ ವಿವರಿಸಲ್ಪಟ್ಟಿದೆ
indowordnet_example,13129,2026-05-02T09:29:56.800405+00:00,ಗಂಟು,noun,13129,ಅಜ್ಜಿಯ ಟ್ರಂಕಿನ ಬೀಗದ ಗಂಟು ಯಾವಾಗಲು ಅವರ ಸೊಂಟದಲ್ಲಿಯೇ ಇರುತ್ತದೆ.
indowordnet_example,13138,2026-05-02T09:29:56.800493+00:00,ಗಂಟು,noun,13138,ನನ್ನ ಗಂಟುಗಳಲ್ಲಿ ನೋವಿದೆ.
indowordnet_example,2050,2026-05-02T09:29:56.800529+00:00,ಗಂಟು,noun,2050,ಗಾಳಿಪಟಕ್ಕೆ ಕಟ್ಟಿದ ದಾರ ಗಂಟು ಬಿದ್ದು ಬಿಡಿಸದ ಗುಂಡಾಗೊದೆ.
indowordnet_example,2054,2026-05-02T09:29:56.800565+00:00,ಗಂಟು,noun,2054,ಗಂಟು ಬಿಚ್ಚುತ್ತಿದ್ದಂತೆ ಅವಳ ಬಟ್ಟೆಯಲ್ಲಾ ಚಲ್ಲಾಪಿಲ್ಲಿಯಾಯಿತು.
wikipedia_summary,https://kn.wikipedia.org/wiki/ಗಂಟು,2026-05-02T09:29:58.086740+00:00,ಗಂಟು,noun,,"ಗಂಟು ಎನ್ನುವುದು ಭಾರವಾದ ಪದಾರ್ಥಗಳನ್ನು ಎಳೆಯಲು, ಎತ್ತಲು, ಎರಡು ಪದಾರ್ಥಗಳನ್ನು ಬಂಧಿಸಲು ಅನುಕೂಲವಾಗುವಂತೆ ದಾರ, ಹುರಿ, ಹಗ್ಗಗಳಿಂದ ಹಾಕುವ ಕಟ್ಟು (ನಾಟ್)"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಗಂಟು,2026-05-02T09:29:58.086781+00:00,ಗಂಟು,noun,,ಸಾಮಾನ್ಯ ಬಳಕೆಯಲ್ಲಿ ಅನೇಕ ಮಾದರಿಯ ಗಂಟುಗಳನ್ನೂ ಕಾಣಬಹುದು
wikipedia_summary,https://kn.wikipedia.org/wiki/ಗಂಟು,2026-05-02T09:29:58.086789+00:00,ಗಂಟು,noun,,ಯಾವ ಹಗ್ಗ ಬಳಸಿ ಗಂಟು ಹಾಕುತ್ತೇವೆಯೋ ಆ ಹಗ್ಗ ದುರ್ಬಲವಾಗುತ್ತದೆ
wikipedia_summary,https://kn.wikipedia.org/wiki/ಗಂಟು,2026-05-02T09:29:58.086796+00:00,ಗಂಟು,noun,,ಮೊದಲನೆಯ ಸಾಮರ್ಥ್ಯದ ಗಂಟು ದಿನಬಳಕೆ ಉಪಯೋಗದಲ್ಲಿರುವಂಥದು
wikipedia_summary,https://kn.wikipedia.org/wiki/ಗಂಟು,2026-05-02T09:29:58.086801+00:00,ಗಂಟು,noun,,ಆಯಾ ವೃತ್ತಿಯವರು ತಮ್ಮ ತಮಗೆ ಅನುಕೂಲವಾದ ಗಂಟು ಮಾದರಿಗಳನ್ನು ಬಳಸುತ್ತಾರೆ
wikipedia_summary,https://kn.wikipedia.org/wiki/ಗಂಟು,2026-05-02T09:29:58.086807+00:00,ಗಂಟು,noun,,"ದಾರ ಅಥವಾ ನೂಲು, ಹುರಿ, ಹಗ್ಗಗಳನ್ನು ಉಪಯೋಗಿಸಿ ಬೇಕಾದ ಗಂಟುಗಳನ್ನು ಹಾಕಬಹುದು"
indowordnet_example,5501,2026-05-02T09:29:58.087404+00:00,ಗುಂಪು,noun,5501,ದುರ್ಘಟನೆಯಾದ ಜಾಗದಲ್ಲಿ ಜನರ ಗುಂಪು ಹೆಚ್ಚಾಗುತ್ತಾ ಇದೆ.
indowordnet_example,20172,2026-05-02T09:29:58.911706+00:00,ಜಗಳ,noun,20172,ಕೆಲವು ಜನರಿಗೆ ಜಗಳ ಹಚ್ಚುವುದರಲ್ಲೇ ಆನಂದ ದೊರೆಯುತ್ತದೆ.
indowordnet_example,2838,2026-05-02T09:29:58.911804+00:00,ಜಗಳ,noun,2838,ಬೆಳಗಿನ ಜಾವದಲ್ಲೇ ಅವಳು ಯಾರೊಂದಿಗೋ ಜಗಳ ತೆಗೆದಿದ್ದಳು.
indowordnet_example,3335,2026-05-02T09:29:58.911923+00:00,ಜಗಳ,noun,3335,ರಾಮೂ ತನ್ನ ಇಬ್ಬರು ಮಕ್ಕಳನು ಬೆದರಿಸಿ ನಿಮ್ಮಬ್ಬರ ಜಗಳವನ್ನು ನೋಡಿ ನನಗೆ ಸುಸ್ತಾಗಿದೆ ಎಂದು ಹೇಳಿದನು.
indowordnet_example,36380,2026-05-02T09:29:58.911977+00:00,ಜಗಳ,noun,36380,ಎರಡು ದೇಶಗಳ ಜಗಳದಲ್ಲಿ ಜನರು ಸಂಕಟವನ್ನು ಅನುಭವಿಸುತ್ತಿದ್ದಾರೆ
indowordnet_example,4195,2026-05-02T09:29:58.912110+00:00,ಜಗಳ,noun,4195,ಬಿತ್ತನೆ ಬೀಜಗಳ ವಿತರಣೆಯಲ್ಲಿ ವಿಳಂಬವಾದ ಕಾರಣ ರೈತರು ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರದಲ್ಲಿ ಗಲಾಟೆ ಆರಂಭಿಸಿದ್ದಾರೆ.
indowordnet_example,8433,2026-05-02T09:29:58.912152+00:00,ಜಗಳ,noun,8433,ಇಂದು ರಾಮ ಮತ್ತು ಶ್ಯಾಮರ ನಡುವೆ ಒಂದು ಚಿಕ್ಕ ವಿಷಯಕ್ಕೆ ಜಗಳವಾಗಿದೆ.
indowordnet_example,15386,2026-05-02T09:29:59.736418+00:00,ದಂಡ,noun,15386,ಪಾರ್ಸಲ್ ಗೆ ದಂಡ ತೆತ್ತು ಅದನ್ನು ಬಿಡಿಸಿಕೊಂಡು ಬಂದಿದ್ದೇನೆ.
indowordnet_example,3500,2026-05-02T09:29:59.736514+00:00,ದಂಡ,noun,3500,ಸಾರ್ವಜನಿಕ ಸ್ಥಳದಲ್ಲಿ ಧೂಮಪಾನವನ್ನು ಮಾಡಿದ ಕಾರಣ ಅವನು ದಂಡ/ಜುಲ್ಮಾನೆಯ ರೂಪದಲ್ಲಿ ನೂರು ರೂಪಾಯಿಗಳನ್ನು ಕೊಡಬೇಕಾಯಿತು.
indowordnet_example,35809,2026-05-02T09:29:59.736678+00:00,ದಂಡ,noun,35809,ಗ್ರಂಥಾಲಯದಲ್ಲಿ ಹದಿನೈದು ದಿನದೊಳಗೆ ಪುಸ್ತಕವನ್ನು ಹಿಂದಿರುಗಿಸದಿದ್ದರೆ ಪ್ರತಿ ದಿನ ಒಂದು ರೂಪಾಯಿ ದಂಡ ಕಟ್ಟಬೇಕಾಗುತ್ತದೆ.
indowordnet_example,4247,2026-05-02T09:29:59.736854+00:00,ದಂಡ,noun,4247,ಯೋಗಿರಾಜ ಸದಾನಂದರು ದಂಡವನ್ನು ಹಿಡಿದು ಜಪಾ ಮಾಡುತ್ತಿದ್ದರು.
wikipedia_summary,https://kn.wikipedia.org/wiki/ದಂಡ,2026-05-02T09:30:00.611943+00:00,ದಂಡ,noun,,"ದಂಡ ಅಥವಾ ಅರ್ಥದಂಡ ಒಂದು ಅಪರಾಧ ಅಥವಾ ಇತರ ಕಾನೂನುಬಾಹಿರಕಾರ್ಯಕ್ಕಾಗಿ ಒಂದು ನ್ಯಾಯಾಲಯ ಅಥವಾ ಇತರ ಪ್ರಾಧಿಕಾರವು ನಿರ್ಧರಿಸಿದ, ಶಿಕ್ಷೆಯಾಗಿ ಪಾವತಿಸಬೇಕಾದ ಹಣ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ದಂಡ,2026-05-02T09:30:00.611974+00:00,ದಂಡ,noun,,"ದಂಡದ ಮೊತ್ತವನ್ನು ಪ್ರಕರಣ ಆಧರಿಸಿ ನಿರ್ಧರಿಸಲಾಗುತ್ತದೆ, ಆದರೆ ಅದನ್ನು ಹಲವುವೇಳೆ ಮುಂಚಿತವಾಗಿ ಘೋಷಿಸಲಾಗುತ್ತದೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ದಂಡ,2026-05-02T09:30:00.611979+00:00,ದಂಡ,noun,,ನಾಗರಿಕ ಕಾನೂನು ಕ್ರಿಯೆಗಳಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ ಬಳಸಲಾದ ಒಂದು ಸಮಾನಾರ್ಥಕ ಪದವೆಂದರೆ ಅರ್ಥದಂಡ
wikipedia_summary,https://kn.wikipedia.org/wiki/ದಂಡ,2026-05-02T09:30:00.611983+00:00,ದಂಡ,noun,,ದಂಡದ ಒಂದು ಸಾಮಾನ್ಯ ಉದಾಹರಣೆಯೆಂದರೆ ಸಂಚಾರ ಕಾನೂನುಗಳ ಉಲ್ಲಂಘನೆಗಳಿಗಾಗಿ ಪಾವತಿಸಲಾದ ಹಣ
wikipedia_summary,https://kn.wikipedia.org/wiki/ದಂಡ,2026-05-02T09:30:00.611988+00:00,ದಂಡ,noun,,"ಆಂಗ್ಲ ಸಾಮಾನ್ಯ ಕಾನೂನಿನಲ್ಲಿ ಪ್ರಸ್ತುತ, ಕೆಳಮಟ್ಟದ ದಂಡನೀಯ ಅಪರಾಧಗಳಿಗೆ ತುಲನಾತ್ಮಕವಾಗಿ ಸಣ್ಣ ದಂಡಗಳನ್ನು ಸ್ಥಳದಲ್ಲೇ ಅಥವಾ ಸಮುದಾಯ ಸೇವಾ ಆದೇಶಗಳ ಜೊತೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ದಂಡ,2026-05-02T09:30:00.611992+00:00,ದಂಡ,noun,,ಹೆಚ್ಚು ದೊಡ್ಡ ದಂಡಗಳನ್ನೂ ಸ್ವತಂತ್ರವಾಗಿ ಅಥವಾ ಅಲ್ಪಾವಧಿಯ ಜೈಲು ಶಿಕ್ಷೆಯ ಜೊತೆಗೆ ನೀಡಲಾಗುತ್ತದೆ
indowordnet_example,21003,2026-05-02T09:30:00.612177+00:00,ಶಕ್ತಿ,noun,21003,ನಿನಗೆ ಯಾವ ಶಕ್ತಿಯಿದೆ ಎಂದು ನಾನು ನಿನ್ನನ್ನು ನೋಡಿ ಹೆದರಲಿ.
indowordnet_example,269,2026-05-02T09:30:00.612327+00:00,ಶಕ್ತಿ,noun,269,ಈ ಕೆಲಸದ ನಂತರ ನಿಮ್ಮ ಶಕ್ತಿ ಎಷ್ಟಿದೆ ಎಂದು ತಿಳಿಯುತ್ತದೆ
indowordnet_example,2960,2026-05-02T09:30:00.612404+00:00,ಶಕ್ತಿ,noun,2960,ಪ್ರಾಚೀನ ಕಾಲದಿಂದಲ್ಲೂ ಶಕ್ತಿ ದೇವತೆಯ ಉಪಾಸನೆ ನಡೆಯುತ್ತಾ ಬಂದಿದೆ.
indowordnet_example,3933,2026-05-02T09:30:00.612470+00:00,ಶಕ್ತಿ,noun,3933,ಸೂರ್ಯನ ಶಕ್ತಿ ಅಗಾದವಾದದ್ದು.
wikipedia_summary,https://kn.wikipedia.org/wiki/ಶಕ್ತಿ,2026-05-02T09:30:02.646447+00:00,ಶಕ್ತಿ,noun,,ಶಕ್ತಿ ಎಂದರೆ ಕೆಲಸ (ಅಥವಾ ಕಾರ್ಯ) ಮಾಡಲು ಇರುವ ಅಳವು
wikipedia_summary,https://kn.wikipedia.org/wiki/ಶಕ್ತಿ,2026-05-02T09:30:02.646490+00:00,ಶಕ್ತಿ,noun,,"ಗ್ರೀಕ್‌‍ನ ಮೂಲ ಪದಗಳಾದ ἐνέργεια ಅಂದರೆ ಎನರ್ಜೀಯಾ (ಚಟುವಟಿಕೆ, ಕಾರ್ಯಾಚರಣೆ) ಮತ್ತು ἐνεργός ಎನರ್ಗೊಸ್' (ಸಕ್ರಿಯ, ಕಾರ್ಯನಿರತ) ಎಂಬ ಪದಗಳಿಂದ ಭೌತವಿಜ್ಞಾನದ ಶಕ್ತಿ ('ಎನರ್ಜಿ') ಎಂಬ ಇಂಗ್ಲಿಷ್‌ ಪದವು ನಿಷ್ಪನ್ನವಾಗಿದೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಶಕ್ತಿ,2026-05-02T09:30:02.646496+00:00,ಶಕ್ತಿ,noun,,"'ಶಕ್ತಿ' ಎಂಬುದು, ಬಲವು ನಿರ್ವಹಿಸಬಲ್ಲ ಕಾರ್ಯದ ಯಾವುದೇ ಭೌತಿಕ ಅದಿಶ ಪರಿಮಾಣವನ್ನು ಸೂಚಿಸುತ್ತದೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಶಕ್ತಿ,2026-05-02T09:30:02.646502+00:00,ಶಕ್ತಿ,noun,,"ಚಲನಶಕ್ತಿ, ಅಂತಸ್ಥ ಶಕ್ತಿ, ಶಾಖೋತ್ಪನ್ನ ಶಕ್ತಿ, ಗುರುತ್ವ ಶಕ್ತಿ, ಶಾಬ್ದಿಕ ಶಕ್ತಿ, ಬೆಳಕಿನ ಶಕ್ತಿ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಶಕ್ತಿ ಮತ್ತು ವಿದ್ಯುತ್ಕಾಂತೀಯ ಶಕ್ತಿ - ಹೀಗೆ ಶಕ್ತಿಯಲ್ಲಿ ಹತ್ತು ಹಲವು ರೂಪಗಳಿವೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಶಕ್ತಿ,2026-05-02T09:30:02.646508+00:00,ಶಕ್ತಿ,noun,,ಯಾವ ಬಲದ ಆಧಾರದ ಮೇಲೆ ಶಕ್ತಿ ಉತ್ಪನ್ನವಾಗಿದೆ ಎಂಬುದನ್ನು ಆಧರಿಸಿ ಶಕ್ತಿಗೆ ಆ ಬಲದ ಹೆಸರನ್ನು ಗುಣವಾಚಿಯನ್ನಾಗಿ ಸೇರಿಸಲಾಗುತ್ತದೆ
wikipedia_summary,https://kn.wikipedia.org/wiki/ಶಕ್ತಿ,2026-05-02T09:30:02.646512+00:00,ಶಕ್ತಿ,noun,,"ಆದರೆ, ಶಕ್ತಿಯ ಒಟ್ಟು ಪ್ರಮಾಣ ಮಾತ್ರ ಅಷ್ಟೇ ಇರುತ್ತದೆ"
indowordnet_example,2246,2026-05-02T09:30:02.646842+00:00,ಹಾನಿ,noun,2246,ಈ ವ್ಯಾಪಾರದಲ್ಲಿ ನನಗೆ ಬರೀ ಹಾನಿ ಸಂಭವಿಸಿತು.
indowordnet_example,35663,2026-05-02T09:30:02.646969+00:00,ಹಾನಿ,noun,35663,ಏನಾದರೂ ಮೂಗಿನಿಂದ ಉಸಿರಾಡುವುದರ ಬದಲು ಬಾಯಿಯಿಂದ ಉಸಿರಾಡಿದ್ದರೆ ಆಗ ಶ್ವಾಸಕೋಶಕ್ಕೆ ಹಾನಿಯುಂಟಾಗುತ್ತಿತ್ತು.
indowordnet_example,36617,2026-05-02T09:30:02.647089+00:00,ಹಾನಿ,noun,36617,ಮಳೆಗಾಲದಲ್ಲಿ ರಸ್ತೆಗಳಿಗೆ ಹೆಚ್ಚು ಹಾನಿಯಾಗುತ್ತದೆ.
indowordnet_example,37772,2026-05-02T09:30:02.647163+00:00,ಹಾನಿ,noun,37772,ಜನರು ಈ ವಿಷಯದಿಂದಾಗುವ ಹಾನಿಯನ್ನು ತಿಳಿಯಲು ಮುಂದಾಗಿದ್ದಾರೆ.
wikipedia_summary,https://kn.wikipedia.org/wiki/ಹಾನಿ,2026-05-02T09:30:03.871528+00:00,ಹಾನಿ,noun,,"ಹಾನಿ ಎಂದರೆ ಹಲವುವೇಳೆ ಒಂದು ಭೌತಿಕ ವಸ್ತುವಿನಲ್ಲಾಗುವ ಯಾವುದೇ ಬದಲಾವಣೆ, ಮತ್ತು ಇದು ಅದರ ಮೊದಲಿನ ಸ್ಥಿತಿಗಿಂತ ಕೀಳಾಗುವಂತೆ ಮಾಡುತ್ತದೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಹಾನಿ,2026-05-02T09:30:03.871579+00:00,ಹಾನಿ,noun,,"ಹಾನಿಯು ಖಡಾಖಂಡಿತವಾಗಿ ವ್ಯವಸ್ಥೆಯ ಕಾರ್ಯಕ್ಷಮತೆಯ ಸಂಪೂರ್ಣ ನಷ್ಟವನ್ನು ಸೂಚಿಸುವುದಿಲ್ಲ, ಬದಲಾಗಿ ಆ ವ್ಯವಸ್ಥೆಯು ಅದರ ಅತ್ಯಂತ ಅನುಕೂಲಕರ ರೀತಿಯಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತಿಲ್ಲ ಎಂಬುದನ್ನು ಸೂಚಿಸುತ್ತದೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಹಾನಿ,2026-05-02T09:30:03.871586+00:00,ಹಾನಿ,noun,,"ಭೌತಿಕ ವಸ್ತುಗಳ ಹಾನಿಯೆಂದರೆ ""ಅವು ಮುರಿಯುವುದಕ್ಕೆ ಕಾರಣವಾಗುವ ಕ್ರಮವಾಗಿ ಹೆಚ್ಚಾಗುವ ಭೌತಿಕ ಪ್ರಕ್ರಿಯೆ"", ಮತ್ತು ಗೋಚರವಾಗದಿದ್ದರೂ, ರಚನೆಯನ್ನು ದುರ್ಬಲವಾಗಿಸುವ ಯಾಂತ್ರಿಕ ಒತ್ತಡವನ್ನು ಒಳಗೊಳ್ಳುತ್ತದೆ"
indowordnet_example,12880,2026-05-02T09:30:03.871759+00:00,ಜಾಲ,noun,12880,ಬೇಡ ಹಕ್ಕಿಗಳನ್ನು ಹಿಡಿಯಲು ಜಾಲ ಬೀಸಿದನು.
indowordnet_example,35790,2026-05-02T09:30:03.872027+00:00,ಜಾಲ,noun,35790,ಅವನು ಅಂಗಡಿಗಳ ಜಾಲದ ಮಾಲೀಕನಾಗಿದ್ದಾನೆ.
indowordnet_example,600,2026-05-02T09:30:03.872194+00:00,ಜಾಲ,noun,600,ಕೊನೆಗೂ ಪರಿವಾಳ ಬೇಡನ ಜಾಲದಲ್ಲಿ ಸಿಕ್ಕಿಬಿದ್ದಿತು
indowordnet_example,3382,2026-05-02T09:30:04.661518+00:00,ಜ್ಞಾನ,noun,3382,ಚೈತನ್ಯತೆಯು ಜೀವನದ ಲಕ್ಷಣ./ಶ್ಯಾಮನಲ್ಲಿ ಜ್ಞಾನದ ಕೊರತೆ ಇದೆ.
indowordnet_example,99,2026-05-02T09:30:04.661808+00:00,ಜ್ಞಾನ,noun,99,ಕಾವ್ಯಮೀಮಾಂಸೆಯ ಜ್ಞಾನ ಹಳಗನ್ನಡ ಸಾಹಿತ್ಯದಲ್ಲಿ ಅಪಾರವಾಗಿದೆ.
wikipedia_summary,https://kn.wikipedia.org/wiki/ಜ್ಞಾನ,2026-05-02T09:30:05.910949+00:00,ಜ್ಞಾನ,noun,,"ಜ್ಞಾನ ಅನ್ನುವುದು ""ವಿಷಯಗಳ ಗ್ರಹಣ""(comprehension), ""ಕಲಿಕೆ""(Learning), ""ತಿಳುವಳಿಕೆ""(Understanding) ಇವನ್ನೆಲ್ಲಾ ಒಳಗೂಂಡು ಮನಸ್ಸು ಮಾಡುವ ಒಂದು ಪ್ರಕ್ರಿಯೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಜ್ಞಾನ,2026-05-02T09:30:05.910990+00:00,ಜ್ಞಾನ,noun,,"ಹೊರಗಿನ ಪ್ರಪಂಚದ ಎಷ್ಟೇ ಪ್ರಭಾವ ಇದ್ದರೂ ಕೂಡ, ಜ್ಞಾನ ಮನಸ್ಸಿನ ಒಳಗೆ ಮತ್ತು ಮನಸ್ಸಿನಲ್ಲಿ ಮಾತ್ರ ಆಗುವ ಪ್ರಕ್ರಿಯೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ಜ್ಞಾನ,2026-05-02T09:30:05.910996+00:00,ಜ್ಞಾನ,noun,,ವೇದಾಂತ ಜ್ಞಾನಕ್ಕೆ ಭಗವದ್ಗೀತಾ ತಾತ್ಪರ್ಯ ನೋಡಿ
indowordnet_example,1403,2026-05-02T09:30:05.911190+00:00,ದುಃಖ,noun,1403,ದುಃಖದಲ್ಲಿ ಇರುವಾಗಲೆ ದೇವರ ನೆನಪಾಗುವುದು
wikipedia_summary,https://kn.wikipedia.org/wiki/ದುಃಖ,2026-05-02T09:30:06.867066+00:00,ದುಃಖ,noun,,"ದುಃಖ ಒಂದು ಭಾವನೆ, ಅನಿಸಿಕೆ, ಅಥವಾ ಚಿತ್ತವೃತ್ತಿ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ದುಃಖ,2026-05-02T09:30:06.867105+00:00,ದುಃಖ,noun,,ದುಃಖ ದುಮ್ಮಾನಕ್ಕಿಂತ ಹೆಚ್ಚು ತೀವ್ರವಾಗಿರುತ್ತದೆ
wikipedia_summary,https://kn.wikipedia.org/wiki/ದುಃಖ,2026-05-02T09:30:06.867113+00:00,ದುಃಖ,noun,,"ಅದೇ ಸಮಯದಲ್ಲಿ ""ದುಃಖ — ಆದರೆ ಅಸಂತೋಷವಲ್ಲ — ತೊರೆತದ ಒಂದು ಹಂತವನ್ನು ಸೂಚಿಸುತ್ತದೆ"
wikipedia_summary,https://kn.wikipedia.org/wiki/ದುಃಖ,2026-05-02T09:30:06.867118+00:00,ದುಃಖ,noun,,ಇದರಿಂದ ದುಃಖಕ್ಕೆ ಮಹತ್ವದ ಅದರ ವಿಶಿಷ್ಟ ಅರ್ಥವನ್ನು ಕೊಡುತ್ತದೆ
