model,target_word,ari
mbert,ಧರಿಸು,0.4444444444444444
mbert,ನಕಲಿ,0.4444444444444444
mbert,ನೀಡ,0.4444444444444444
mbert,ನೀಲ,0.07407407407407407
mbert,ನೇತೃತ್ವ,0.07407407407407407
mbert,ನೋಡು,0.2222222222222222
mbert,ಪುಲ,-0.06060606060606061
mbert,ಪೆರೆಲೆ,0.07407407407407407
mbert,ಪ್ರಭು,0.24242424242424243
mbert,ಪ್ರೀತಿ,-0.06060606060606061
mbert,ಬರು,0.0
mbert,ಬಾಗ,0.07407407407407407
mbert,ಬೀಜ,0.4444444444444444
mbert,ಬೆಳೆ,-0.06060606060606061
mbert,ಬೋಳ,0.34782608695652173
mbert,ಭಕ್ತ,-0.06060606060606061
mbert,ಮಾಡು,0.04
mbert,ಮಾತು,0.034482758620689655
mbert,ಮುಕ್ತ,-0.2962962962962963
mbert,ರಸ,0.019801980198019802
mbert,ಲೇ,0.07407407407407407
mbert,ಲೋಭಿ,0.0
mbert,ವಹಿಸು,-0.2962962962962963
mbert,ಸಾಕು,0.4444444444444444
mbert,ಸಾಧಾರಣ,-0.5
mbert,ಹಸ್ತ,-0.08333333333333333
mbert,ಹಿರಿಯ,-0.5
mbert,ಹೊಡೆ,-0.06060606060606061
mbert,ಹೋಗು,-0.07692307692307693
muril,ಅರ್ಥ,0.33962264150943394
muril,ಕಬ್ಬಿ,-0.06060606060606061
muril,ಕರಣ,0.07407407407407407
muril,ಕಾಲ,0.425531914893617
muril,ಕಾಲೆ,-0.06060606060606061
muril,ಕಿರಿಯ,0.4444444444444444
muril,ಕೂಲಿ,-0.2962962962962963
muril,ಕೊಡು,0.0
muril,ಗಟ್ಟ,-0.06060606060606061
muril,ಗುರುತ್ವ,0.24242424242424243
muril,ಚಕ್ರ,0.27586206896551724
muril,ಚಿತ್ರ,0.0
muril,ಜಲ,0.24242424242424243
muril,ತೆಗೆ,0.0
muril,ಧರಣಿ,-0.06060606060606061
muril,ಧರಿಸು,-0.06060606060606061
muril,ನಕಲಿ,-0.2962962962962963
muril,ನೀಡ,-0.06060606060606061
muril,ನೀಲ,-0.06060606060606061
muril,ನೇತೃತ್ವ,-0.06060606060606061
muril,ನೋಡು,0.0
muril,ಪುಲ,0.4444444444444444
muril,ಪೆರೆಲೆ,-0.06060606060606061
muril,ಪ್ರಭು,-0.06060606060606061
muril,ಪ್ರೀತಿ,0.24242424242424243
muril,ಬರು,-0.18867924528301888
muril,ಬಾಗ,0.07407407407407407
muril,ಬೀಜ,0.4444444444444444
muril,ಬೆಳೆ,0.4444444444444444
muril,ಬೋಳ,0.34782608695652173
muril,ಭಕ್ತ,-0.2962962962962963
muril,ಮಾಡು,0.04
muril,ಮಾತು,0.30434782608695654
muril,ಮುಕ್ತ,-0.2962962962962963
muril,ರಸ,0.16666666666666666
muril,ಲೇ,0.4444444444444444
muril,ಲೋಭಿ,1.0
muril,ವಹಿಸು,-0.2962962962962963
muril,ಸಾಕು,0.4444444444444444
muril,ಸಾಧಾರಣ,1.0
muril,ಹಸ್ತ,-0.03125
muril,ಹಿರಿಯ,0.0
muril,ಹೊಡೆ,-0.06060606060606061
muril,ಹೋಗು,-0.07692307692307693
xlmr,ಅರ್ಥ,0.27586206896551724
xlmr,ಕಬ್ಬಿ,-0.06060606060606061
xlmr,ಕರಣ,0.07407407407407407
xlmr,ಕಾಲ,0.425531914893617
xlmr,ಕಾಲೆ,-0.25
xlmr,ಕಿರಿಯ,0.4444444444444444
xlmr,ಕೂಲಿ,-0.2962962962962963
xlmr,ಕೊಡು,0.2222222222222222
xlmr,ಗಟ್ಟ,-0.2962962962962963
xlmr,ಗುರುತ್ವ,0.4444444444444444
xlmr,ಚಕ್ರ,0.6037735849056604
xlmr,ಚಿತ್ರ,0.0
xlmr,ಜಲ,0.07407407407407407
xlmr,ತೆಗೆ,0.0
xlmr,ಧರಣಿ,-0.25
xlmr,ಧರಿಸು,0.07407407407407407
xlmr,ನಕಲಿ,0.07407407407407407
xlmr,ನೀಡ,0.07407407407407407
xlmr,ನೀಲ,0.07407407407407407
xlmr,ನೇತೃತ್ವ,-0.2962962962962963
xlmr,ನೋಡು,0.33962264150943394
xlmr,ಪುಲ,0.4444444444444444
xlmr,ಪೆರೆಲೆ,-0.2962962962962963
xlmr,ಪ್ರಭು,0.07407407407407407
xlmr,ಪ್ರೀತಿ,0.4444444444444444
xlmr,ಬರು,-0.18867924528301888
xlmr,ಬಾಗ,0.07407407407407407
xlmr,ಬೀಜ,0.07407407407407407
xlmr,ಬೆಳೆ,-0.2962962962962963
xlmr,ಬೋಳ,-0.15384615384615385
xlmr,ಭಕ್ತ,0.4444444444444444
xlmr,ಮಾಡು,0.325
xlmr,ಮಾತು,0.034482758620689655
xlmr,ಮುಕ್ತ,-0.2962962962962963
xlmr,ರಸ,0.11475409836065574
xlmr,ಲೇ,0.07407407407407407
xlmr,ಲೋಭಿ,1.0
xlmr,ವಹಿಸು,-0.2962962962962963
xlmr,ಸಾಕು,0.4444444444444444
xlmr,ಸಾಧಾರಣ,0.0
xlmr,ಹಸ್ತ,-0.058823529411764705
xlmr,ಹಿರಿಯ,0.0
xlmr,ಹೊಡೆ,0.07407407407407407
xlmr,ಹೋಗು,-0.18867924528301888
